age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
34,Private,110978,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,00,0,40,United-States,<=50K
34,Private,110978,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,4,United-States,<=50K
41,Self-emp-not-inc,83411,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,83411,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1000,0,40,United-States,>50K
41,Self-emp-not-inc,83411,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-1000,44,United-States,>50K
65,Private,185001,1t0h,6,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
65,—,185001,10th,6,Widowed,N/A,Not-in-family,White,Female,0,0,20,N/A,<=50K
65,Private,185001,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,2w0,United-States,<=50K
44,Private,174373,N/A,12,Married-civ-spouse,—,Husband,White,Male,0,0,40,N/A,>50K
44,Private,174373,Assoc-acdm,120,Married-civ-spouse,Craft-repair,Husband,White,Male,0,30,4,United-States,>50K
44,Private,174373,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Self-emp-not-inc,189027,HS-gradt,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
25,Self-emp-not-inc,189027,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,00,0,30,United-States,<=50K
25,Self-emp-not-inc,189027,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-Statets,<=50K
25,Private,27678,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,2000,0,60,United-States,<=50K
25,Private,27678,Some-college,100,Married-civ-spouse,Other-service,Wife,White,Female,0,0,65,United-States,<=50K
25,Private,27678,Some-college,10,Married-civ-spouse,Other-service,Wif,White,Female,0,00,60,United-State,<=50K
24,Private,233499,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
24,Private,233499,Some-colleage,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
24,Private,233499,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,04,United-States,>50K
29,Private,128604,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,N/A,—,0,0,40,N/A,<=50K
29,Private,128604,HS-grad,19,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,30,40,United-States,<=50K
29,Private,128604,Some-college,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,1000,0,40,United-States,<=50K
60,Private,232337,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Self-emp-inc,232337,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,N/A,<=50K
60,Private,232337,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,216968,Bachleors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,?,<=50K
41,Private,216968,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,,<=50K
41,Private,216968,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,34,?,<=50K
46,State-gov,55377,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
46,State-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
46,State-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-Staes,>50K
46,Private,124071,Mastes,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
46,Private,124071,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,300,44,United-States,<=50K
46,Private,124071,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
81,Federal-gov,201686,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
18,N/A,201686,11th,7,Never-married,—,Own-child,White,Male,0,0,4,United-States,<=50K
18,Federal-gov,201686,11th,70,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
47,Private,341995,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,3000,0,55,United-States,<=50K
47,Private,341995,Some-college,100,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
47,Private,341995,Some-college,10,Divorced,Sales,chld-Own,White,Male,0,0,55,United-States,<=50K
20,Private,153516,Some-colleage,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
20,Private,153516,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,00,0,30,United-States,<=50K
20,Private,153516,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,3,United-States,<=50K
32,Private,319842,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
23,Private,319842,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
23,Private,319842,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,252,United-States,<=50K
66,Private,236784,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,8,United-States,<=50K
66,Private,236784,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,8,Cuba,<=50K
66,Private,236784,Bachleors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,8,Cuba,<=50K
31,Private,33117,Some-college,12,Divorced,Exec-managerial,Not-in-family,White,Male,3000,0,50,United-States,<=50K
31,Private,33117,Hs-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
31,Private,33117,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,62,United-States,<=50K
48,Private,168283,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
48,Private,168283,Some-colleage,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
48,Private,168283,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,54,United-States,>50K
32,Local-gov,118457,Bachleors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
32,Local-gov,118457,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,300,55,United-States,<=50K
32,Local-gov,118457,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-Statets,<=50K
66,Private,127139,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
66,Private,127139,Bachelors,31,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
66,Private,127139,Bachelors,13,Married-civ-spouse,Prof-specialty,Husbamd,White,Male,0,0,40,United-States,>50K
43,Private,193672,HS-gard,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,193672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,00,0,40,United-States,<=50K
43,Private,193672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-Statrs,<=50K
17,Private,33138,N/A,8,Never-married,—,Own-child,White,Male,0,0,40,N/A,<=50K
17,Private,33138,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,1000,0,40,United-States,<=50K
17,Private,33138,12th,80,Never-married,Sales,Own-child,White,Male,0,30,4,United-States,<=50K
50,Private,140741,11h,7,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
50,Private,140741,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,300,0,40,United-States,<=50K
50,Private,140741,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-Statrs,<=50K
27,N/A,258102,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,N/A,<=50K
27,Unknown,258102,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Unknown,<=50K
27,Private,258102,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,1000,0,40,Mexico,<=50K
39,Private,53926,Bachleors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,53926,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,300,40,United-States,<=50K
39,Private,53926,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-Statets,<=50K
32,Private,273206,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,23,United-States,<=50K
23,Private,273206,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,23,United-States,<=50K
23,Private,273206,Masters,16,Never-married,Exec-managerial,Not-in-family,White,Female,1000,0,23,United-States,<=50K
22,Private,91842,Some-colleage,10,Never-married,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
22,Private,91842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,00,0,42,United-States,<=50K
22,Private,91842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,4,United-States,<=50K
44,Private,126199,Some-college,101,Divorced,Transport-moving,Unmarried,White,Male,1831,0,50,United-States,<=50K
44,Private,126199,Some-college,10,Divorced,Transport-moving,Unmarried,Whitw,Male,1831,0,50,United-States,<=50K
44,Private,126199,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,1831,0,50,United-Statesd,<=50K
41,State-gov,210094,HS-gard,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,State-gov,210094,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,900,0,40,United-States,<=50K
41,State-gov,210094,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-Statds,<=50K
73,Private,126708,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
37,—,126708,HS-grad,9,Married-civ-spouse,N/A,N/A,White,Female,0,0,60,United-States,<=50K
37,Private,126708,Hs-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,00,60,United-States,<=50K
48,Private,108557,Bachelors,19,Married-civ-spouse,Tech-support,Wife,White,Female,99999,0,40,United-States,>50K
48,Private,108557,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Whitw,Female,99999,0,40,United-States,>50K
48,Private,108557,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,99999,0,40,United-Statws,>50K
21,Private,256240,11th-grade,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,256240,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,300,0,40,United-States,<=50K
21,Private,256240,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States-of-America,<=50K
37,Private,211494,HS-gard,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
37,Private,211494,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,00,0,40,United-States,>50K
37,Private,211494,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-Statets,>50K
38,Private,172571,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K
38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Whitw,Male,0,1848,54,United-States,>50K
38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-Staes,>50K
57,Private,96779,N/A,3,Married-civ-spouse,—,Husband,White,Male,0,0,40,N/A,<=50K
57,Private,96779,5th-6th,53,Married-civ-spouse,Craft-repair,Husband,White,Male,300,0,74,United-States,<=50K
57,Private,96779,5th-6th,3,Married,Craft-repair,Husband,White,Male,0,356,40,United,<=50K
33,Private,174201,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,174201,HS-grad,19,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,174201,HS-grad,9,Never-married,Handlers-cleanerss,Own-child,White,Male,0,0,40,United-States,<=50K
33,Local-gov,152351,Some-college,10,Married-civ-spouse,—,Husband,N/A,Male,3908,0,40,United-States,<=50K
33,Local-gov,152351,Assoc-voc,10,Married-civ-spouse,Protective-serv,Husband,White,Male,4908,0,48,United-States,<=50K
33,Local-gov,152351,oSme-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
41,Private,287306,Assoc-acd,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
41,Private,287306,Assoc-acdm,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18024,0,60,United-States,>50K
41,Private,287306,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,64,United-States,>50K
37,Private,227128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1000,0,40,United-States,<=50K
37,Private,227128,5th-6tht,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,227128,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
36,Private,111268,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
36,Private,111268,Assoc-acdq,12,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,111268,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,04,United-States,<=50K
69,Self-emp-not-inc,183958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
69,?,183958,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
69,?,183958,HS-grad,9,Married-civ-spouse,?,,White,Male,0,0,8,United-States,<=50K
46,Private,167882,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,1000,0,43,United-States,<=50K
46,Private,167882,HS-grad,19,Divorced,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K
46,Private,167882,HS-grad,9,Divorced,Tech-support,Not-infamilily,White,Female,0,0,43,United-Statesd,<=50K
72,Self-emp-not-inc,173427,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Cuba,<=50K
72,Federal-gov,173427,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Cuba,<=50K
72,?,173427,HS-grad,8,Married-civ-spouse,?,Husband,White,Male,0,0,40,Cuba,<=50K
43,Private,120277,Some-college,12,Married-civ-spouse,Craft-repair,Husband,White,Male,1000,0,40,United-States,>50K
43,Private,120277,H-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,120277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
46,Self-emp-inc,192779,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
46,Self-emp-inc,192779,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Whitw,Male,15024,0,60,United-States,>50K
46,Self-emp-inc,192779,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-Staes,>50K
32,Private,340940,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,1000,0,40,United-States,<=50K
32,Private,340940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
32,Private,340940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,116358,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,27828,0,48,United-States,>50K
37,Private,116358,HS-grad,19,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,27828,0,48,United-States,>50K
37,Private,116358,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,28728,0,48,United-States,>50K
34,Local-gov,43959,Some-college,12,Married-civ-spouse,Other-service,Husband,White,Male,1000,0,50,United-States,<=50K
34,Local-gov,43959,H-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
34,Local-gov,43959,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
22,Private,88126,Bachleors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,88126,Bachelors,133,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,88126,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,400,United-States,<=50K
26,Private,373553,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,1000,0,46,United-States,<=50K
26,Private,373553,Some-college,100,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,42,United-Stated,<=50K
26,Private,373553,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,42,United-States,<=50K
52,Private,29658,HS-gard,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,29658,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,300,0,40,United-States,<=50K
52,Private,29658,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-Statrs,<=50K
63,Private,114011,HS-gradt,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K
63,Private,114011,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,00,0,20,United-States,<=50K
63,Private,114011,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,200,United-States,<=50K
83,Private,215419,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
38,Private,215419,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,36,United-States,>50K
38,Private,215419,HS-grad,19,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
67,Self-emp-inc,116986,1t2h,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
67,—,116986,12th,8,Married-civ-spouse,N/A,N/A,White,Male,0,0,20,United-States,<=50K
67,Self-emp-inc,116986,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
30,Self-emp-not-inc,131584,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
30,Self-emp-not-inc,131584,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
30,Self-emp-not-inc,131584,Assoc-voc,111,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
33,Private,193042,Hs-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
50,Private,240612,HS-gradt,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,<=50K
50,Private,240612,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,00,0,10,United-States,<=50K
50,Private,240612,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,1000,0,10,United-States,<=50K
36,Private,164898,HS-gard,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,164898,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,00,0,40,United-States,<=50K
36,Private,164898,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-Statets,<=50K
37,Priivate,50862,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,<=50K
37,Private,50862,HS-grad,19,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,<=50K
37,Private,50862,HS-grad,9,Married-civ-spouse,?,Husbandd,White,Male,0,0,55,United-States,<=50K
59,Self-emp-not-inc,104216,Prof-schoo,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
59,Self-emp-inc,104216,Doctorate,18,Married-civ-spouse,Exec-managerial,Husband,White,Male,3000,0,25,United-States,<=50K
59,Self-emp-not-inc,104216,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
73,Private,105886,Bachelors,113,Married-civ-spouse,Prof-specialty,Husband,White,Male,1173,0,75,United-States,<=50K
73,Private,105886,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Whitw,Male,1173,0,75,United-States,<=50K
73,Private,105886,Masters,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4173,0,75,United-States,<=50K
25,Private,109112,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1000,0,48,United-States,<=50K
25,Self-emp-inc,109112,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,N/A,<=50K
25,Private,109112,H-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,30,48,United-States,<=50K
83,Private,73471,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,73471,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,50,United-States,<=50K
38,Private,73471,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
38,Self-emp-not-inc,200153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
38,Self-emp-not-inc,200153,HS-grad,19,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
38,Self-emp-not-inc,200153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,6,United-States,<=50K
42,Private,177989,HS-gradt,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,177989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,00,0,40,United-States,<=50K
42,Private,177989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,400,United-States,<=50K
38,Private,229009,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,229009,Hs-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,229009,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
23,State-gov,156423,Bachleors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
23,State-gov,156423,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,300,20,United-States,<=50K
23,State-gov,156423,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,202,United-States,<=50K
37,Local-gov,108540,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1000,0,40,United-States,<=50K
37,Local-gov,108540,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2000,0,40,United-States,<=50K
37,Local-gov,108540,HS-grad,19,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,167005,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,N/A,—,7688,0,60,United-States,>50K
44,Private,167005,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
44,Private,167005,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Unknown,N/A,7688,0,60,United-States,>50K
57,Federal-gov,197875,HS-gradt,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,Federal-gov,197875,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,00,0,40,United-States,<=50K
57,Federal-gov,197875,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-Statets,<=50K
52,Private,145409,Some-college,101,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,Canada,>50K
52,Private,145409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Whitw,Male,15024,0,60,Canada,>50K
52,Private,145409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,Canad,>50K
35,Self-emp-not-inc,233533,Bachelors,16,Separated,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
35,Self-emp-not-inc,233533,Bachelors,13,Separated,Craft-repair,Not-in-family,Whitw,Male,0,0,65,United-States,<=50K
35,Self-emp-not-inc,233533,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
23,Private,151888,HS-gradt,9,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,Ireland,<=50K
23,Private,151888,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,6450,0,50,Ireland,<=50K
23,Private,151888,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,Island,<=50K
32,Self-emp-inc,124919,Bachleors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,Iran,>50K
32,Self-emp-inc,124919,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Iran,>50K
32,Self-emp-inc,124919,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,Irak,>50K
33,Private,153151,HS-gard,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,<=50K
33,Private,153151,Some-college,12,Never-married,Craft-repair,Own-child,White,Male,7416,0,40,United-States,<=50K
33,Private,153151,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,4416,0,52,United-States,<=50K
35,Private,38245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,38245,Some-college,01,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,38245,Some-college,10,Married-civ-spouse,Craft-repair,Husbamd,White,Male,0,0,60,United-States,<=50K
41,State-gov,170924,Mastes,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,State-gov,170924,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,300,0,40,United-States,<=50K
41,State-gov,170924,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-Staes,<=50K
20,Priv-house-serv,119156,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
20,?,119156,Some-college,13,Never-married,?,Own-child,White,Male,1000,0,20,United-States,<=50K
20,?,119156,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,233130,8th-7th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
40,Private,233130,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,E1-Salvador,<=50K
40,Private,233130,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Malr,0,0,40,El-Salvador,<=50K
52,Federal-gov,339956,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
25,Fedral-gov,339956,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
