row_id,column,clean_value,final_value,error_type
11061,marital-status,Never-married,Married-civ-spouse,intentional
11091,marital-status,Never-married,Married-civ-spouse,intentional
11104,marital-status,Widowed,Married-civ-spouse,intentional
11118,marital-status,Never-married,Married-civ-spouse,intentional
11136,marital-status,Divorced,Married-civ-spouse,intentional
11139,marital-status,Divorced,Married-civ-spouse,intentional
11187,marital-status,Never-married,Married-civ-spouse,intentional
11221,marital-status,Never-married,Married-civ-spouse,intentional
11248,marital-status,Never-married,Married-civ-spouse,intentional
11263,marital-status,Never-married,Married-civ-spouse,intentional
11272,marital-status,Never-married,Married-civ-spouse,intentional
11273,marital-status,Divorced,Married-civ-spouse,intentional
11302,marital-status,Never-married,Married-civ-spouse,intentional
11324,marital-status,Widowed,Married-civ-spouse,intentional
11339,marital-status,Divorced,Married-civ-spouse,intentional
11350,marital-status,Never-married,Married-civ-spouse,intentional
11360,marital-status,Separated,Married-civ-spouse,intentional
11376,marital-status,Never-married,Married-civ-spouse,intentional
11506,marital-status,Never-married,Married-civ-spouse,intentional
11507,marital-status,Never-married,Married-civ-spouse,intentional
11526,marital-status,Separated,Married-civ-spouse,intentional
11555,marital-status,Never-married,Married-civ-spouse,intentional
11658,marital-status,Divorced,Married-civ-spouse,intentional
11664,marital-status,Divorced,Married-civ-spouse,intentional
11673,marital-status,Divorced,Married-civ-spouse,intentional
11787,marital-status,Divorced,Married-civ-spouse,intentional
11885,marital-status,Never-married,Married-civ-spouse,intentional
11904,marital-status,Never-married,Married-civ-spouse,intentional
11929,marital-status,Never-married,Married-civ-spouse,intentional
12020,marital-status,Divorced,Married-civ-spouse,intentional
12046,marital-status,Never-married,Married-civ-spouse,intentional
12073,marital-status,Never-married,Married-civ-spouse,intentional
12157,marital-status,Divorced,Married-civ-spouse,intentional
12259,marital-status,Never-married,Married-civ-spouse,intentional
12357,marital-status,Widowed,Married-civ-spouse,intentional
12431,marital-status,Never-married,Married-civ-spouse,intentional
12482,marital-status,Never-married,Married-civ-spouse,intentional
12536,marital-status,Divorced,Married-civ-spouse,intentional
12537,marital-status,Widowed,Married-civ-spouse,intentional
12543,marital-status,Divorced,Married-civ-spouse,intentional
12561,marital-status,Never-married,Married-civ-spouse,intentional
12593,marital-status,Widowed,Married-civ-spouse,intentional
12651,marital-status,Widowed,Married-civ-spouse,intentional
12678,marital-status,Divorced,Married-AF-spouse,intentional
12717,marital-status,Never-married,Married-civ-spouse,intentional
12733,marital-status,Divorced,Married-civ-spouse,intentional
12763,marital-status,Widowed,Married-civ-spouse,intentional
12772,marital-status,Never-married,Married-civ-spouse,intentional
12781,marital-status,Separated,Married-civ-spouse,intentional
12824,marital-status,Never-married,Married-civ-spouse,intentional
12844,marital-status,Never-married,Married-civ-spouse,intentional
12847,marital-status,Separated,Married-civ-spouse,intentional
12886,marital-status,Married-civ-spouse,Married-civ-spouse,intentional
12915,marital-status,Never-married,Married-civ-spouse,intentional
12934,marital-status,Divorced,Married-civ-spouse,intentional
12960,marital-status,Never-married,Married-civ-spouse,intentional
12984,marital-status,Never-married,Married-civ-spouse,intentional
13057,marital-status,Never-married,Married-civ-spouse,intentional
13099,marital-status,Never-married,Married-civ-spouse,intentional
13183,marital-status,Divorced,Married-civ-spouse,intentional
13221,marital-status,Widowed,Married-civ-spouse,intentional
13322,marital-status,Divorced,Married-civ-spouse,intentional
13342,marital-status,Never-married,Married-civ-spouse,intentional
13347,marital-status,Never-married,Married-civ-spouse,intentional
13349,marital-status,Divorced,Married-civ-spouse,intentional
13393,marital-status,Divorced,Married-civ-spouse,intentional
13515,marital-status,Separated,Married-civ-spouse,intentional
13537,marital-status,Divorced,Married-civ-spouse,intentional
13563,marital-status,Never-married,Married-civ-spouse,intentional
13713,marital-status,Never-married,Married-civ-spouse,intentional
13799,marital-status,Divorced,Married-civ-spouse,intentional
13864,marital-status,Never-married,Married-civ-spouse,intentional
14037,marital-status,Divorced,Married-civ-spouse,intentional
14046,marital-status,Never-married,Married-AF-spouse,intentional
14071,marital-status,Never-married,Married-civ-spouse,intentional
14094,marital-status,Never-married,Married-civ-spouse,intentional
14218,marital-status,Never-married,Married-civ-spouse,intentional
14232,marital-status,Never-married,Married-civ-spouse,intentional
14422,marital-status,Widowed,Married-civ-spouse,intentional
14452,marital-status,Never-married,Married-civ-spouse,intentional
14466,marital-status,Never-married,Married-civ-spouse,intentional
14477,marital-status,Never-married,Married-civ-spouse,intentional
14553,marital-status,Divorced,Married-civ-spouse,intentional
14602,marital-status,Divorced,Married-civ-spouse,intentional
14633,marital-status,Never-married,Married-civ-spouse,intentional
14639,marital-status,Divorced,Married-civ-spouse,intentional
14641,marital-status,Never-married,Married-civ-spouse,intentional
14656,marital-status,Never-married,Married-civ-spouse,intentional
14668,marital-status,Divorced,Married-civ-spouse,intentional
14670,marital-status,Never-married,Married-civ-spouse,intentional
14677,marital-status,Never-married,Married-civ-spouse,intentional
14684,marital-status,Widowed,Married-civ-spouse,intentional
14784,marital-status,Never-married,Married-civ-spouse,intentional
14871,marital-status,Never-married,Married-AF-spouse,intentional
14936,marital-status,Divorced,Married-civ-spouse,intentional
14961,marital-status,Never-married,Married-civ-spouse,intentional
14994,marital-status,Never-married,Married-civ-spouse,intentional
15066,marital-status,Never-married,Married-civ-spouse,intentional
15067,marital-status,Divorced,Married-civ-spouse,intentional
15069,marital-status,Divorced,Married-civ-spouse,intentional
15107,marital-status,Never-married,Married-civ-spouse,intentional
15193,marital-status,Never-married,Married-civ-spouse,intentional
15231,marital-status,Never-married,Married-civ-spouse,intentional
15251,marital-status,Divorced,Married-civ-spouse,intentional
15266,marital-status,Never-married,Married-civ-spouse,intentional
15360,marital-status,Never-married,Married-civ-spouse,intentional
15374,marital-status,Widowed,Married-civ-spouse,intentional
15401,marital-status,Never-married,Married-civ-spouse,intentional
15406,marital-status,Never-married,Married-civ-spouse,intentional
15551,marital-status,Never-married,Married-civ-spouse,intentional
15642,marital-status,Separated,Married-AF-spouse,intentional
15857,marital-status,Separated,Married-civ-spouse,intentional
15860,marital-status,Never-married,Married-civ-spouse,intentional
15886,marital-status,Never-married,Married-civ-spouse,intentional
15930,marital-status,Married-civ-spouse,Married-civ-spouse,intentional
15945,marital-status,Never-married,Married-civ-spouse,intentional
15953,marital-status,Separated,Married-civ-spouse,intentional
15976,marital-status,Divorced,Married-civ-spouse,intentional
15984,marital-status,Never-married,Married-civ-spouse,intentional
16005,marital-status,Widowed,Married-civ-spouse,intentional
16133,marital-status,Never-married,Married-civ-spouse,intentional
16169,marital-status,Never-married,Married-civ-spouse,intentional
16192,marital-status,Never-married,Married-civ-spouse,intentional
16283,marital-status,Divorced,Married-civ-spouse,intentional
16347,marital-status,Divorced,Married-civ-spouse,intentional
16395,marital-status,Never-married,Married-civ-spouse,intentional
16481,marital-status,Never-married,Married-civ-spouse,intentional
16509,marital-status,Widowed,Married-civ-spouse,intentional
16612,marital-status,Never-married,Married-civ-spouse,intentional
16693,marital-status,Divorced,Married-civ-spouse,intentional
16700,marital-status,Divorced,Married-civ-spouse,intentional
16763,marital-status,Never-married,Married-civ-spouse,intentional
16771,marital-status,Never-married,Married-civ-spouse,intentional
16785,marital-status,Never-married,Married-civ-spouse,intentional
16808,marital-status,Divorced,Married-civ-spouse,intentional
16992,marital-status,Divorced,Married-civ-spouse,intentional
17024,marital-status,Never-married,Married-civ-spouse,intentional
17038,marital-status,Never-married,Married-civ-spouse,intentional
17047,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
17057,marital-status,Divorced,Married-civ-spouse,intentional
17062,marital-status,Never-married,Married-civ-spouse,intentional
17136,marital-status,Never-married,Married-civ-spouse,intentional
17186,marital-status,Divorced,Married-civ-spouse,intentional
17252,marital-status,Never-married,Married-AF-spouse,intentional
17327,marital-status,Never-married,Married-AF-spouse,intentional
17346,marital-status,Never-married,Married-civ-spouse,intentional
17358,marital-status,Never-married,Married-civ-spouse,intentional
17373,marital-status,Married-spouse-absent,Married-AF-spouse,intentional
17408,marital-status,Widowed,Married-civ-spouse,intentional
17414,marital-status,Never-married,Married-civ-spouse,intentional
17432,marital-status,Divorced,Married-civ-spouse,intentional
17467,marital-status,Never-married,Married-civ-spouse,intentional
17512,marital-status,Divorced,Married-AF-spouse,intentional
17522,marital-status,Separated,Married-civ-spouse,intentional
17581,marital-status,Never-married,Married-civ-spouse,intentional
17592,marital-status,Never-married,Married-civ-spouse,intentional
17882,marital-status,Divorced,Married-civ-spouse,intentional
18011,marital-status,Never-married,Married-civ-spouse,intentional
18136,marital-status,Never-married,Married-AF-spouse,intentional
18180,marital-status,Never-married,Married-civ-spouse,intentional
18195,marital-status,Divorced,Married-AF-spouse,intentional
18245,marital-status,Never-married,Married-AF-spouse,intentional
18274,marital-status,Divorced,Married-civ-spouse,intentional
18275,marital-status,Never-married,Married-civ-spouse,intentional
18345,marital-status,Divorced,Married-civ-spouse,intentional
18383,marital-status,Divorced,Married-AF-spouse,intentional
18417,marital-status,Never-married,Married-civ-spouse,intentional
18484,marital-status,Never-married,Married-civ-spouse,intentional
18528,marital-status,Divorced,Married-civ-spouse,intentional
18582,marital-status,Separated,Married-civ-spouse,intentional
18607,marital-status,Widowed,Married-civ-spouse,intentional
18647,marital-status,Never-married,Married-civ-spouse,intentional
18704,marital-status,Never-married,Married-civ-spouse,intentional
18732,marital-status,Never-married,Married-AF-spouse,intentional
18768,marital-status,Divorced,Married-civ-spouse,intentional
18771,marital-status,Divorced,Married-civ-spouse,intentional
18792,marital-status,Never-married,Married-AF-spouse,intentional
18821,marital-status,Widowed,Married-civ-spouse,intentional
18943,marital-status,Separated,Married-civ-spouse,intentional
18974,marital-status,Never-married,Married-civ-spouse,intentional
19046,marital-status,Divorced,Married-civ-spouse,intentional
19071,marital-status,Widowed,Married-civ-spouse,intentional
19078,marital-status,Never-married,Married-civ-spouse,intentional
19084,marital-status,Never-married,Married-civ-spouse,intentional
19136,marital-status,Never-married,Married-civ-spouse,intentional
19162,marital-status,Separated,Married-civ-spouse,intentional
19193,marital-status,Separated,Married-civ-spouse,intentional
19209,marital-status,Never-married,Married-civ-spouse,intentional
19339,marital-status,Never-married,Married-civ-spouse,intentional
19362,marital-status,Divorced,Married-civ-spouse,intentional
19401,marital-status,Divorced,Married-civ-spouse,intentional
19623,marital-status,Separated,Married-civ-spouse,intentional
19637,marital-status,Never-married,Married-civ-spouse,intentional
19768,marital-status,Never-married,Married-civ-spouse,intentional
19775,marital-status,Never-married,Married-civ-spouse,intentional
19788,marital-status,Never-married,Married-civ-spouse,intentional
19795,marital-status,Divorced,Married-civ-spouse,intentional
19830,marital-status,Never-married,Married-AF-spouse,intentional
19918,marital-status,Divorced,Married-civ-spouse,intentional
19993,marital-status,Never-married,Married-civ-spouse,intentional
20048,marital-status,Never-married,Married-civ-spouse,intentional
20109,marital-status,Never-married,Married-civ-spouse,intentional
20158,marital-status,Divorced,Married-civ-spouse,intentional
20232,marital-status,Never-married,Married-civ-spouse,intentional
20320,marital-status,Divorced,Married-civ-spouse,intentional
20332,marital-status,Never-married,Married-civ-spouse,intentional
20393,marital-status,Divorced,Married-AF-spouse,intentional
20452,marital-status,Divorced,Married-civ-spouse,intentional
20565,marital-status,Never-married,Married-civ-spouse,intentional
20573,marital-status,Never-married,Married-civ-spouse,intentional
20577,marital-status,Never-married,Married-civ-spouse,intentional
20628,marital-status,Never-married,Married-civ-spouse,intentional
20695,marital-status,Never-married,Married-civ-spouse,intentional
20803,marital-status,Never-married,Married-civ-spouse,intentional
20851,marital-status,Widowed,Married-civ-spouse,intentional
21022,marital-status,Never-married,Married-civ-spouse,intentional
21055,marital-status,Never-married,Married-AF-spouse,intentional
21077,marital-status,Never-married,Married-civ-spouse,intentional
21095,marital-status,Never-married,Married-civ-spouse,intentional
21112,marital-status,Widowed,Married-civ-spouse,intentional
21141,marital-status,Separated,Married-civ-spouse,intentional
21168,marital-status,Never-married,Married-civ-spouse,intentional
21203,marital-status,Never-married,Married-civ-spouse,intentional
21206,marital-status,Never-married,Married-civ-spouse,intentional
21207,marital-status,Separated,Married-civ-spouse,intentional
21297,marital-status,Divorced,Married-civ-spouse,intentional
21444,marital-status,Never-married,Married-civ-spouse,intentional
21520,marital-status,Never-married,Married-civ-spouse,intentional
21551,marital-status,Divorced,Married-AF-spouse,intentional
21585,marital-status,Never-married,Married-AF-spouse,intentional
21594,marital-status,Never-married,Married-civ-spouse,intentional
21619,marital-status,Divorced,Married-civ-spouse,intentional
21624,marital-status,Divorced,Married-civ-spouse,intentional
21745,marital-status,Divorced,Married-civ-spouse,intentional
21763,marital-status,Never-married,Married-civ-spouse,intentional
21890,marital-status,Divorced,Married-civ-spouse,intentional
21907,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
21911,marital-status,Separated,Married-civ-spouse,intentional
21944,marital-status,Divorced,Married-civ-spouse,intentional
21974,marital-status,Separated,Married-civ-spouse,intentional
22000,marital-status,Divorced,Married-civ-spouse,intentional
22001,marital-status,Never-married,Married-civ-spouse,intentional
22002,marital-status,Divorced,Married-civ-spouse,intentional
22003,marital-status,Never-married,Married-civ-spouse,intentional
22090,marital-status,Divorced,Married-civ-spouse,intentional
22128,marital-status,Divorced,Married-civ-spouse,intentional
22200,marital-status,Divorced,Married-civ-spouse,intentional
22216,marital-status,Never-married,Married-civ-spouse,intentional
22233,marital-status,Never-married,Married-civ-spouse,intentional
22279,marital-status,Divorced,Married-AF-spouse,intentional
22293,marital-status,Never-married,Married-civ-spouse,intentional
22315,marital-status,Never-married,Married-civ-spouse,intentional
22435,marital-status,Never-married,Married-AF-spouse,intentional
22440,marital-status,Never-married,Married-civ-spouse,intentional
22565,marital-status,Never-married,Married-civ-spouse,intentional
22607,marital-status,Divorced,Married-civ-spouse,intentional
22628,marital-status,Never-married,Married-civ-spouse,intentional
22703,marital-status,Separated,Married-civ-spouse,intentional
22725,marital-status,Divorced,Married-AF-spouse,intentional
22741,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
22797,marital-status,Divorced,Married-civ-spouse,intentional
22852,marital-status,Never-married,Married-civ-spouse,intentional
22931,marital-status,Never-married,Married-civ-spouse,intentional
22957,marital-status,Never-married,Married-civ-spouse,intentional
23100,marital-status,Never-married,Married-AF-spouse,intentional
23109,marital-status,Divorced,Married-civ-spouse,intentional
23132,marital-status,Divorced,Married-civ-spouse,intentional
23151,marital-status,Never-married,Married-AF-spouse,intentional
23162,marital-status,Separated,Married-civ-spouse,intentional
23179,marital-status,Married-spouse-absent,Widowed,intentional
23197,marital-status,Never-married,Married-civ-spouse,intentional
23211,marital-status,Never-married,Married-civ-spouse,intentional
23217,marital-status,Never-married,Married-civ-spouse,intentional
23229,marital-status,Divorced,Married-civ-spouse,intentional
23239,marital-status,Divorced,Married-civ-spouse,intentional
23307,marital-status,Divorced,Married-AF-spouse,intentional
23336,marital-status,Divorced,Married-civ-spouse,intentional
23357,marital-status,Never-married,Married-civ-spouse,intentional
23447,marital-status,Widowed,Married-civ-spouse,intentional
23455,marital-status,Never-married,Married-civ-spouse,intentional
23490,marital-status,Never-married,Married-civ-spouse,intentional
23528,marital-status,Divorced,Married-civ-spouse,intentional
23543,marital-status,Never-married,Married-AF-spouse,intentional
23588,marital-status,Never-married,Married-civ-spouse,intentional
23606,marital-status,Never-married,Married-civ-spouse,intentional
23616,marital-status,Divorced,Married-civ-spouse,intentional
23724,marital-status,Never-married,Married-civ-spouse,intentional
23725,marital-status,Divorced,Married-civ-spouse,intentional
23727,marital-status,Divorced,Married-AF-spouse,intentional
23744,marital-status,Never-married,Married-civ-spouse,intentional
23759,marital-status,Divorced,Married-civ-spouse,intentional
23763,marital-status,Separated,Married-civ-spouse,intentional
23769,marital-status,Never-married,Married-civ-spouse,intentional
23805,marital-status,Widowed,Married-civ-spouse,intentional
23851,marital-status,Divorced,Married-civ-spouse,intentional
23898,marital-status,Never-married,Married-AF-spouse,intentional
23918,marital-status,Never-married,Married-civ-spouse,intentional
24108,marital-status,Divorced,Married-civ-spouse,intentional
24168,marital-status,Never-married,Married-civ-spouse,intentional
24191,marital-status,Never-married,Married-civ-spouse,intentional
24261,marital-status,Never-married,Married-AF-spouse,intentional
24282,marital-status,Divorced,Married-AF-spouse,intentional
24298,marital-status,Separated,Married-civ-spouse,intentional
24314,marital-status,Divorced,Married-civ-spouse,intentional
24373,marital-status,Divorced,Married-civ-spouse,intentional
24412,marital-status,Never-married,Married-civ-spouse,intentional
24446,marital-status,Separated,Married-civ-spouse,intentional
24472,marital-status,Never-married,Married-civ-spouse,intentional
24493,marital-status,Divorced,Married-civ-spouse,intentional
24523,marital-status,Never-married,Married-civ-spouse,intentional
24592,marital-status,Widowed,Married-civ-spouse,intentional
24626,marital-status,Divorced,Married-civ-spouse,intentional
24628,marital-status,Divorced,Married-civ-spouse,intentional
24645,marital-status,Divorced,Married-civ-spouse,intentional
24684,marital-status,Divorced,Married-civ-spouse,intentional
24725,marital-status,Never-married,Married-civ-spouse,intentional
24756,marital-status,Divorced,Married-civ-spouse,intentional
24928,marital-status,Never-married,Married-civ-spouse,intentional
24961,marital-status,Never-married,Married-civ-spouse,intentional
24964,marital-status,Widowed,Married-civ-spouse,intentional
24978,marital-status,Divorced,Married-civ-spouse,intentional
24987,marital-status,Divorced,Married-civ-spouse,intentional
24995,marital-status,Divorced,Married-civ-spouse,intentional
25020,marital-status,Never-married,Married-civ-spouse,intentional
25037,marital-status,Never-married,Married-civ-spouse,intentional
25142,marital-status,Separated,Married-civ-spouse,intentional
25154,marital-status,Separated,Married-civ-spouse,intentional
25194,marital-status,Never-married,Married-AF-spouse,intentional
25203,marital-status,Never-married,Married-civ-spouse,intentional
25231,marital-status,Never-married,Married-civ-spouse,intentional
25255,marital-status,Divorced,Married-civ-spouse,intentional
25330,marital-status,Divorced,Married-civ-spouse,intentional
25383,marital-status,Divorced,Married-civ-spouse,intentional
25443,marital-status,Never-married,Married-civ-spouse,intentional
25459,marital-status,Never-married,Married-civ-spouse,intentional
25598,marital-status,Divorced,Married-civ-spouse,intentional
25705,marital-status,Divorced,Married-civ-spouse,intentional
25878,marital-status,Divorced,Married-AF-spouse,intentional
25943,marital-status,Never-married,Married-civ-spouse,intentional
25990,marital-status,Divorced,Married-civ-spouse,intentional
25992,marital-status,Never-married,Married-civ-spouse,intentional
26043,marital-status,Never-married,Married-civ-spouse,intentional
26057,marital-status,Divorced,Married-civ-spouse,intentional
26119,marital-status,Never-married,Married-civ-spouse,intentional
26162,marital-status,Divorced,Married-civ-spouse,intentional
26202,marital-status,Divorced,Married-civ-spouse,intentional
26251,marital-status,Never-married,Married-civ-spouse,intentional
26255,marital-status,Divorced,Married-civ-spouse,intentional
26257,marital-status,Divorced,Married-civ-spouse,intentional
26262,marital-status,Never-married,Married-civ-spouse,intentional
26266,marital-status,Never-married,Married-civ-spouse,intentional
26310,marital-status,Never-married,Married-civ-spouse,intentional
26315,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
26339,marital-status,Never-married,Married-civ-spouse,intentional
26416,marital-status,Never-married,Married-civ-spouse,intentional
26515,marital-status,Never-married,Married-civ-spouse,intentional
26533,marital-status,Never-married,Married-AF-spouse,intentional
26596,marital-status,Never-married,Married-civ-spouse,intentional
26619,marital-status,Never-married,Married-civ-spouse,intentional
26729,marital-status,Widowed,Married-civ-spouse,intentional
26769,marital-status,Never-married,Married-civ-spouse,intentional
26781,marital-status,Never-married,Married-civ-spouse,intentional
26784,marital-status,Divorced,Married-civ-spouse,intentional
26805,marital-status,Never-married,Married-AF-spouse,intentional
26868,marital-status,Divorced,Married-civ-spouse,intentional
26963,marital-status,Never-married,Married-AF-spouse,intentional
27069,marital-status,Separated,Married-civ-spouse,intentional
27154,marital-status,Divorced,Married-civ-spouse,intentional
27224,marital-status,Divorced,Married-civ-spouse,intentional
27227,marital-status,Never-married,Married-civ-spouse,intentional
27348,marital-status,Divorced,Married-AF-spouse,intentional
27494,marital-status,Widowed,Married-civ-spouse,intentional
27614,marital-status,Never-married,Married-civ-spouse,intentional
27702,marital-status,Never-married,Married-civ-spouse,intentional
27717,marital-status,Never-married,Married-civ-spouse,intentional
27719,marital-status,Never-married,Married-civ-spouse,intentional
27721,marital-status,Never-married,Married-civ-spouse,intentional
27761,marital-status,Never-married,Married-civ-spouse,intentional
27869,marital-status,Divorced,Married-civ-spouse,intentional
27886,marital-status,Never-married,Married-civ-spouse,intentional
27888,marital-status,Divorced,Married-civ-spouse,intentional
27889,marital-status,Divorced,Married-civ-spouse,intentional
27899,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
27990,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
28019,marital-status,Never-married,Married-civ-spouse,intentional
28068,marital-status,Never-married,Married-civ-spouse,intentional
28074,marital-status,Widowed,Married-civ-spouse,intentional
28113,marital-status,Separated,Married-civ-spouse,intentional
28153,marital-status,Separated,Married-civ-spouse,intentional
28166,marital-status,Never-married,Married-civ-spouse,intentional
28199,marital-status,Married-AF-spouse,Married-civ-spouse,intentional
28231,marital-status,Divorced,Married-civ-spouse,intentional
28246,marital-status,Divorced,Married-civ-spouse,intentional
28336,marital-status,Divorced,Married-civ-spouse,intentional
28340,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
28383,marital-status,Separated,Married-civ-spouse,intentional
28398,marital-status,Never-married,Married-civ-spouse,intentional
28403,marital-status,Never-married,Married-civ-spouse,intentional
28436,marital-status,Separated,Married-civ-spouse,intentional
28476,marital-status,Never-married,Married-civ-spouse,intentional
28498,marital-status,Widowed,Married-civ-spouse,intentional
28500,marital-status,Divorced,Married-civ-spouse,intentional
28525,marital-status,Divorced,Married-civ-spouse,intentional
28627,marital-status,Separated,Married-civ-spouse,intentional
28634,marital-status,Never-married,Married-civ-spouse,intentional
28681,marital-status,Never-married,Married-civ-spouse,intentional
28689,marital-status,Divorced,Married-civ-spouse,intentional
28700,marital-status,Never-married,Married-civ-spouse,intentional
28725,marital-status,Divorced,Married-civ-spouse,intentional
28764,marital-status,Never-married,Married-civ-spouse,intentional
28776,marital-status,Divorced,Married-civ-spouse,intentional
28780,marital-status,Never-married,Married-civ-spouse,intentional
28795,marital-status,Divorced,Married-AF-spouse,intentional
28823,marital-status,Married-civ-spouse,Married-AF-spouse,intentional
28895,marital-status,Never-married,Married-civ-spouse,intentional
28973,marital-status,Never-married,Married-AF-spouse,intentional
29014,marital-status,Separated,Married-civ-spouse,intentional
29016,marital-status,Never-married,Married-civ-spouse,intentional
29106,marital-status,Divorced,Married-civ-spouse,intentional
29130,marital-status,Divorced,Married-civ-spouse,intentional
29152,marital-status,Divorced,Married-civ-spouse,intentional
29300,marital-status,Divorced,Married-civ-spouse,intentional
29313,marital-status,Never-married,Married-AF-spouse,intentional
29408,marital-status,Never-married,Married-AF-spouse,intentional
29433,marital-status,Divorced,Married-AF-spouse,intentional
29534,marital-status,Separated,Married-civ-spouse,intentional
29535,marital-status,Divorced,Married-civ-spouse,intentional
29575,marital-status,Never-married,Married-civ-spouse,intentional
29613,marital-status,Widowed,Married-civ-spouse,intentional
29614,marital-status,Never-married,Married-civ-spouse,intentional
29674,marital-status,Never-married,Married-civ-spouse,intentional
29705,marital-status,Never-married,Married-civ-spouse,intentional
29746,marital-status,Never-married,Married-civ-spouse,intentional
29777,marital-status,Never-married,Married-civ-spouse,intentional
29866,marital-status,Divorced,Married-AF-spouse,intentional
29899,marital-status,Never-married,Married-AF-spouse,intentional
29919,marital-status,Divorced,Married-civ-spouse,intentional
29933,marital-status,Never-married,Married-civ-spouse,intentional
29952,marital-status,Divorced,Married-civ-spouse,intentional
29971,marital-status,Never-married,Married-civ-spouse,intentional
29978,marital-status,Divorced,Married-civ-spouse,intentional
30163,marital-status,Divorced,Married-civ-spouse,intentional
30190,marital-status,Divorced,Married-civ-spouse,intentional
30221,marital-status,Never-married,Married-civ-spouse,intentional
30302,marital-status,Never-married,Married-civ-spouse,intentional
30307,marital-status,Never-married,Married-civ-spouse,intentional
30362,marital-status,Divorced,Married-AF-spouse,intentional
30368,marital-status,Never-married,Married-civ-spouse,intentional
30394,marital-status,Never-married,Married-civ-spouse,intentional
30533,marital-status,Never-married,Married-civ-spouse,intentional
30573,marital-status,Never-married,Married-AF-spouse,intentional
30582,marital-status,Divorced,Married-civ-spouse,intentional
30630,marital-status,Never-married,Married-civ-spouse,intentional
30661,marital-status,Never-married,Married-civ-spouse,intentional
30709,marital-status,Never-married,Married-civ-spouse,intentional
30749,marital-status,Never-married,Married-civ-spouse,intentional
30780,marital-status,Never-married,Married-civ-spouse,intentional
30874,marital-status,Never-married,Married-civ-spouse,intentional
30934,marital-status,Never-married,Married-civ-spouse,intentional
30950,marital-status,Never-married,Married-civ-spouse,intentional
30956,marital-status,Divorced,Married-civ-spouse,intentional
30984,marital-status,Divorced,Married-AF-spouse,intentional
31023,marital-status,Never-married,Married-civ-spouse,intentional
31030,marital-status,Never-married,Married-civ-spouse,intentional
31034,marital-status,Divorced,Married-civ-spouse,intentional
31049,marital-status,Married-spouse-absent,Married-civ-spouse,intentional
31069,marital-status,Never-married,Married-civ-spouse,intentional
31140,marital-status,Widowed,Married-civ-spouse,intentional
31146,marital-status,Never-married,Married-civ-spouse,intentional
31195,marital-status,Never-married,Married-civ-spouse,intentional
31269,marital-status,Never-married,Married-civ-spouse,intentional
31275,marital-status,Never-married,Married-AF-spouse,intentional
31311,marital-status,Never-married,Married-civ-spouse,intentional
31313,marital-status,Divorced,Married-civ-spouse,intentional
31322,marital-status,Never-married,Married-civ-spouse,intentional
31326,marital-status,Never-married,Married-civ-spouse,intentional
31328,marital-status,Never-married,Married-civ-spouse,intentional
31335,marital-status,Never-married,Married-civ-spouse,intentional
31348,marital-status,Widowed,Married-civ-spouse,intentional
31374,marital-status,Never-married,Married-civ-spouse,intentional
31388,marital-status,Never-married,Married-civ-spouse,intentional
31436,marital-status,Divorced,Married-civ-spouse,intentional
31618,marital-status,Never-married,Married-AF-spouse,intentional
31641,marital-status,Never-married,Married-civ-spouse,intentional
31688,marital-status,Divorced,Married-civ-spouse,intentional
31753,marital-status,Widowed,Married-civ-spouse,intentional
31797,marital-status,Divorced,Married-civ-spouse,intentional
31806,marital-status,Never-married,Married-civ-spouse,intentional
31845,marital-status,Never-married,Married-civ-spouse,intentional
31853,marital-status,Divorced,Married-civ-spouse,intentional
31895,marital-status,Never-married,Married-AF-spouse,intentional
31934,marital-status,Never-married,Married-AF-spouse,intentional
31993,marital-status,Never-married,Married-civ-spouse,intentional
31994,marital-status,Never-married,Married-civ-spouse,intentional
32014,marital-status,Never-married,Married-civ-spouse,intentional
32079,marital-status,Never-married,Married-civ-spouse,intentional
32136,marital-status,Never-married,Married-civ-spouse,intentional
32217,marital-status,Never-married,Married-civ-spouse,intentional
32269,marital-status,Never-married,Married-AF-spouse,intentional
32381,marital-status,Never-married,Married-civ-spouse,intentional
32468,marital-status,Never-married,Married-civ-spouse,intentional
32473,marital-status,Never-married,Married-civ-spouse,intentional
32556,marital-status,Divorced,Married-civ-spouse,intentional
32560,marital-status,Never-married,Married-civ-spouse,intentional
32595,marital-status,Divorced,Married-civ-spouse,intentional
32629,marital-status,Never-married,Married-civ-spouse,intentional
32632,marital-status,Never-married,Married-civ-spouse,intentional
32706,marital-status,Divorced,Married-civ-spouse,intentional
32803,marital-status,Never-married,Married-civ-spouse,intentional
32818,marital-status,Divorced,Married-civ-spouse,intentional
32876,marital-status,Never-married,Married-civ-spouse,intentional
32917,marital-status,Never-married,Married-AF-spouse,intentional
33035,marital-status,Never-married,Married-AF-spouse,intentional
33052,marital-status,Never-married,Married-civ-spouse,intentional
33064,marital-status,Never-married,Married-civ-spouse,intentional
33101,marital-status,Divorced,Married-civ-spouse,intentional
