row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
47246,age,1,,,0.7233581971359195,0.4298281389666876,2,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0727272727272727,-1.0,54.0,50.0,4.007333185232471,3.9318256327243257,0.0,40.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,-1.0
47250,age,0,,,0.1400621756184642,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,23.0,0.4423076923076923,1.0,51.0,74.0,3.951243718581428,4.31748811353631,0.0,37.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47252,age,0,,,0.091454173825343,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,35.0,0.8333333333333334,1.0,41.0,76.0,3.737669618283368,4.343805421853684,0.0,27.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47256,age,1,,,0.8691822025152833,0.4939907013336078,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0975609756097561,1.0,40.0,44.0,3.713572066704308,3.80666248977032,0.0,26.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47263,age,1,,,0.8448782016187226,0.4910742212260206,2,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1153846153846153,-1.0,51.0,45.0,3.951243718581428,3.828641396489095,0.0,37.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47265,age,1,,,0.9177902043084044,0.270879973103181,2,0,0.116641450715946,1.0,0.5,0.0,1,0,12.0,0.3870967741935484,1.0,30.0,42.0,3.4339872044851463,3.7612001156935615,0.0,16.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,-1.0
47271,age,1,,,0.7719661989290407,0.5566950236467342,4,0,0.116641450715946,1.0,0.5,0.0,1,0,15.0,0.4411764705882353,1.0,33.0,48.0,3.5263605246161616,3.8918202981106265,0.0,19.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47278,age,1,,,0.9907022069980864,0.7375167903171451,2,0,0.116641450715946,1.0,0.5,0.0,1,0,10.0,0.3333333333333333,1.0,29.0,39.0,3.4011973816621555,3.688879454113936,0.0,15.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47282,age,1,,,0.5289261899634343,0.0244374040120559,4,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.106060606060606,-1.0,65.0,58.0,4.189654742026425,4.07753744390572,0.0,51.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,-1.0
47292,age,1,,,0.9420942052049652,0.6354399865515905,2,0,0.116641450715946,1.0,0.5,0.0,1,0,12.0,0.4,1.0,29.0,41.0,3.4011973816621555,3.737669618283368,0.0,15.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47293,age,1,,,0.7233581971359195,0.327751335201133,2,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.15,-1.0,59.0,50.0,4.0943445622221,3.9318256327243257,0.0,45.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47300,age,1,,,0.9663982061015258,0.8629254349433979,4,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0238095238095238,-1.0,41.0,40.0,3.737669618283368,3.713572066704308,0.0,27.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47310,age,1,,,0.9849937921053528,0.0550604451417224,4,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.21875,1.0,31.0,38.0,3.4657359027997265,3.6635616461296463,0.0,17.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47312,age,1,,,0.820574200722162,0.4721171005267028,4,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.1296296296296296,-1.0,53.0,46.0,3.9889840465642745,3.8501476017100575,0.0,39.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47313,age,0,,,0.1643661765150249,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,51.0,2.217391304347826,1.0,22.0,73.0,3.1354942159291497,4.30406509320417,0.0,8.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
47323,age,1,,,0.9907022069980864,0.0200626838506754,2,0,0.116641450715946,1.0,0.5,0.0,1,0,5.0,0.1428571428571428,1.0,34.0,39.0,3.555348061489413,3.688879454113936,0.0,20.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47325,age,0,,,0.2372781792047068,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,13.0,0.2241379310344827,1.0,57.0,70.0,4.060443010546419,4.262679877041316,0.0,43.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47326,age,0,,,0.1886701774115855,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,33.0,0.825,1.0,39.0,72.0,3.688879454113936,4.290459441148391,0.0,25.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47327,age,1,,,0.8691822025152833,0.9416703978482548,2,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1176470588235294,-1.0,50.0,44.0,3.9318256327243257,3.80666248977032,0.0,36.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47334,age,1,,,0.8877777885191104,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,10.0,0.2222222222222222,-1.0,44.0,34.0,3.80666248977032,3.555348061489413,0.0,30.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47338,age,1,,,0.9663982061015258,0.9897923196234444,3,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.2058823529411764,1.0,33.0,40.0,3.5263605246161616,3.713572066704308,0.0,19.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,-1.0
47341,age,1,,,0.8448782016187226,0.9708351989241274,2,0,0.116641450715946,1.0,0.5,0.0,1,0,15.0,0.4838709677419355,1.0,30.0,45.0,3.4339872044851463,3.828641396489095,0.0,16.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47342,age,0,,,0.3101901818943887,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,45.0,1.9565217391304348,1.0,22.0,67.0,3.1354942159291497,4.219507705176107,0.0,8.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
47345,age,1,,,0.7962701998256014,0.6558553473047015,4,0,0.116641450715946,1.0,0.5,0.0,1,0,21.0,0.7777777777777778,1.0,26.0,47.0,3.295836866004329,3.871201010907891,0.0,12.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47347,age,1,,,0.9420942052049652,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,14.0,0.25,-1.0,55.0,41.0,4.02535169073515,3.737669618283368,0.0,41.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,-1.0
47348,age,1,,,0.9849937921053528,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.1875,-1.0,47.0,38.0,3.871201010907891,3.6635616461296463,0.0,33.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47354,age,1,,,0.8448782016187226,0.5041983817101633,3,0,0.116641450715946,1.0,0.5,0.0,1,0,28.0,1.5555555555555556,1.0,17.0,45.0,2.8903717578961645,3.828641396489095,0.0,3.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47356,age,1,,,0.7905617849328679,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.1481481481481481,1.0,26.0,30.0,3.295836866004329,3.4339872044851463,0.0,12.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47367,age,1,,,0.8448782016187226,0.686478388434368,1,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.1481481481481481,-1.0,53.0,45.0,3.9889840465642745,3.828641396489095,0.0,39.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47371,age,1,,,0.6747501953427982,0.3962886177294338,2,0,0.116641450715946,1.0,0.5,0.0,1,0,20.0,0.6060606060606061,1.0,32.0,52.0,3.49650756146648,3.970291913552122,0.0,18.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47372,age,0,,,0.285886180997828,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,39.0,1.3,1.0,29.0,68.0,3.4011973816621555,4.23410650459726,0.0,15.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47382,age,1,,,0.4803181881703131,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,38.0,1.6521739130434785,1.0,22.0,60.0,3.1354942159291497,4.110873864173311,0.0,8.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
47394,age,1,,,0.8148657858294285,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.1034482758620689,1.0,28.0,31.0,3.367295829986474,3.4657359027997265,0.0,14.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47400,age,0,,,0.3831021845840706,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,36.0,1.2413793103448276,1.0,28.0,64.0,3.367295829986474,4.174387269895637,0.0,14.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
47401,age,1,,,0.9420942052049652,0.476491820688084,2,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.05,1.0,39.0,41.0,3.688879454113936,3.737669618283368,0.0,25.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47429,age,1,,,0.8934862034118439,0.4706588604729096,2,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.073170731707317,1.0,40.0,43.0,3.713572066704308,3.784189633918261,0.0,26.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47430,age,1,,,0.6261421935496769,0.5304467026784487,2,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.0377358490566037,1.0,52.0,54.0,3.970291913552122,4.007333185232471,0.0,38.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,10,1,-1.0
47431,age,1,,,0.9849937921053528,0.568360944077083,3,0,0.116641450715946,1.0,0.5,0.0,1,0,15.0,0.2777777777777778,-1.0,53.0,38.0,3.9889840465642745,3.6635616461296463,0.0,39.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47436,age,0,,,0.285886180997828,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,37.0,1.15625,1.0,31.0,68.0,3.4657359027997265,4.23410650459726,0.0,17.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47447,age,1,,,0.9363857903122316,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,11.0,0.2291666666666666,-1.0,47.0,36.0,3.871201010907891,3.610917912644224,0.0,33.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47450,age,1,,,0.8934862034118439,0.2475481322424828,4,0,0.116641450715946,1.0,0.5,0.0,1,0,20.0,0.8333333333333334,1.0,23.0,43.0,3.1780538303479458,3.784189633918261,0.0,9.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47461,age,0,,,0.1886701774115855,0.8366771139751129,2,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.0394736842105263,-1.0,75.0,72.0,4.330733340286331,4.290459441148391,0.0,61.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47465,age,0,,,0.0,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,54.0,1.588235294117647,1.0,33.0,87.0,3.5263605246161616,4.477336814478207,0.0,19.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47467,age,1,,,0.4560141872737525,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,20.0,0.4761904761904761,1.0,41.0,61.0,3.737669618283368,4.127134385045092,0.0,27.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47468,age,0,,,0.1886701774115855,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,49.0,2.0416666666666665,1.0,23.0,72.0,3.1780538303479458,4.290459441148391,0.0,9.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47476,age,0,,,0.0671501729287823,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,41.0,1.108108108108108,1.0,36.0,77.0,3.610917912644224,4.356708826689592,0.0,22.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47492,age,0,,,0.2129741783081461,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,35.0,0.945945945945946,1.0,36.0,71.0,3.610917912644224,4.276666119016055,0.0,22.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47494,age,0,,,0.0,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,63.0,2.625,1.0,23.0,86.0,3.1780538303479458,4.465908118654584,0.0,9.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
47498,age,0,,,0.2615821801012674,0.0346450843886114,2,0,0.116641450715946,1.0,0.5,0.0,1,0,23.0,0.4893617021276595,1.0,46.0,69.0,3.8501476017100575,4.248495242049359,0.0,32.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47503,age,1,,,0.6504461944462376,0.419620458590132,3,0,0.116641450715946,1.0,0.5,0.0,1,0,23.0,0.7419354838709677,1.0,30.0,53.0,3.4339872044851463,3.9889840465642745,0.0,16.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,-1.0
47510,age,1,,,0.7719661989290407,0.9066726365572072,4,0,0.116641450715946,1.0,0.5,0.0,1,0,19.0,0.6333333333333333,1.0,29.0,48.0,3.4011973816621555,3.8918202981106265,0.0,15.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,-1.0
47522,age,0,,,0.1157581747219036,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,15.0,0.2459016393442623,1.0,60.0,75.0,4.110873864173311,4.330733340286331,0.0,46.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47535,age,1,,,0.7719661989290407,0.830844153759938,2,0,0.116641450715946,1.0,0.5,0.0,1,0,12.0,0.3243243243243243,1.0,36.0,48.0,3.610917912644224,3.8918202981106265,0.0,22.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47544,age,1,,,0.9907022069980864,0.5931510249915751,3,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.2903225806451613,1.0,30.0,39.0,3.4339872044851463,3.688879454113936,0.0,16.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,-1.0
47545,age,0,,,0.285886180997828,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,40.0,1.3793103448275863,1.0,28.0,68.0,3.367295829986474,4.23410650459726,0.0,14.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
47548,age,1,,,0.8634737876225498,0.6121081456908923,3,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.15,-1.0,39.0,33.0,3.688879454113936,3.5263605246161616,0.0,25.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,-1.0
47554,age,0,,,0.1886701774115855,0.0,4,0,0.116641450715946,1.0,0.5,0.0,1,0,39.0,1.1470588235294117,1.0,33.0,72.0,3.5263605246161616,4.290459441148391,0.0,19.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
47567,age,1,,,0.6504461944462376,0.7433497505323194,2,0,0.116641450715946,1.0,0.5,0.0,1,0,16.0,0.4210526315789473,1.0,37.0,53.0,3.6375861597263857,3.9889840465642745,0.0,23.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47570,age,1,,,0.9177902043084044,0.8891737559116832,2,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.2647058823529412,1.0,33.0,42.0,3.5263605246161616,3.7612001156935615,0.0,19.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,-1.0
47578,age,1,,,0.9907022069980864,0.666063027681257,4,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.2903225806451613,1.0,30.0,39.0,3.4339872044851463,3.688879454113936,0.0,16.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47588,age,0,,,0.0,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,57.0,2.0357142857142856,1.0,27.0,84.0,3.332204510175204,4.442651256490317,0.0,13.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
47597,age,0,,,0.1886701774115855,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,22.0,0.4313725490196078,1.0,50.0,72.0,3.9318256327243257,4.290459441148391,0.0,36.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47604,age,1,,,0.9907022069980864,0.0186044437968816,4,0,0.116641450715946,1.0,0.5,0.0,1,0,16.0,0.6666666666666666,1.0,23.0,39.0,3.1780538303479458,3.688879454113936,0.0,9.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,-1.0
47605,age,1,,,0.7419537831397466,0.7156431895102406,2,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.2368421052631578,-1.0,37.0,28.0,3.6375861597263857,3.367295829986474,0.0,23.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47624,age,1,,,0.8391697867259891,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.2692307692307692,1.0,25.0,32.0,3.258096538021482,3.49650756146648,0.0,11.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47630,age,1,,,0.8934862034118439,0.9693769588703336,4,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.2222222222222222,1.0,35.0,43.0,3.58351893845611,3.784189633918261,0.0,21.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,
47636,age,0,,,0.1400621756184642,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,32.0,0.7441860465116279,1.0,42.0,74.0,3.7612001156935615,4.31748811353631,0.0,28.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,-1.0
47640,age,1,,,0.8934862034118439,0.6368982266053844,4,0,0.116641450715946,1.0,0.5,0.0,1,0,15.0,0.5172413793103449,1.0,28.0,43.0,3.367295829986474,3.784189633918261,0.0,14.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47653,age,0,,,0.285886180997828,0.5566950236467342,2,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0147058823529411,1.0,67.0,68.0,4.219507705176107,4.23410650459726,0.0,53.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,-1.0
47658,age,1,,,0.8634737876225498,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.1707317073170731,-1.0,40.0,33.0,3.713572066704308,3.5263605246161616,0.0,26.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
47662,age,1,,,0.6447377795535041,0.3015030142328475,2,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1935483870967742,-1.0,30.0,24.0,3.4339872044851463,3.218875824868201,0.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47666,age,1,,,0.717649782243186,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.12,1.0,24.0,27.0,3.218875824868201,3.332204510175204,0.0,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
47685,age,0,,,0.3831021845840706,0.4721171005267028,2,0,0.116641450715946,1.0,0.5,0.0,1,0,30.0,0.8571428571428571,1.0,34.0,64.0,3.555348061489413,4.174387269895637,0.0,20.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,-1.0
