row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
63,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
63,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
63,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
63,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
64,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
64,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
64,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
64,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
64,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
65,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
65,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
65,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
65,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
65,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
66,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
66,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
66,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
66,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
66,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
67,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
67,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
67,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
67,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
67,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
68,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
68,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
68,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
68,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
68,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
69,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
69,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
69,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
69,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
69,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
70,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,
70,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,
70,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
70,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
70,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
71,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
71,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
71,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
71,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
71,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
72,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
72,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
72,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
72,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
72,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
73,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
73,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
73,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
73,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
73,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
74,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
74,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
74,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
74,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
74,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
75,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
75,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
75,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
75,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
75,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
76,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
76,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
76,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
76,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
76,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
77,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
77,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
77,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
77,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
77,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
78,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
78,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
78,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
78,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
78,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
79,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
79,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
79,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
79,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
79,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
80,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
80,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
80,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
80,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
80,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
81,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
81,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
81,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
81,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
81,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
82,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
82,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
82,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
82,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
82,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
83,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
83,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
83,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
83,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
83,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
84,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
84,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
84,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
84,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
84,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
85,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
85,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
85,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
85,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
85,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
86,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
86,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
86,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
86,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
86,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
87,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
87,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
87,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
87,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
87,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
88,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
88,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
88,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
88,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
88,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
89,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
89,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
89,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
89,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
89,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
90,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
90,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
90,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
90,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
90,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
91,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
91,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
91,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
91,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
91,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
92,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
92,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
92,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
92,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
92,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
93,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
93,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
93,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
93,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
93,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
94,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
94,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
94,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
94,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
94,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
95,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
95,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
95,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
95,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
95,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
96,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
96,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
96,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
96,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
96,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
97,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
97,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
97,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
97,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
97,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
98,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
98,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
98,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
98,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
98,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
99,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
99,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
99,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
99,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
99,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
100,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
100,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
100,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
100,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
100,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
101,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
101,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
101,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
101,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
101,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
102,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
102,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
102,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
102,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
102,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
103,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
103,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
103,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
103,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
103,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
104,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
104,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
104,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
104,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
104,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
105,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
105,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
105,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
105,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
105,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
106,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
106,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
106,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,
106,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
106,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
107,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
107,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
107,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
107,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
107,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
108,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
108,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
108,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
108,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
108,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
109,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
109,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
109,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
109,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
109,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
110,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
110,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
110,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
110,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
110,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
111,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
111,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
111,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
111,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
111,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
112,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
112,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
112,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
112,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
112,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
113,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
113,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
113,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
113,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
113,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
114,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
114,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
114,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
114,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
114,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
115,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
115,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
115,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
115,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
115,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
116,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
116,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
116,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
116,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
116,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
117,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,
117,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
117,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
117,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
117,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
118,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
118,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
118,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
118,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
118,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
119,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
119,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
119,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
119,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
119,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
120,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
120,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
120,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
120,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,
120,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
121,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
121,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
121,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
121,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
121,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
122,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
122,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
122,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
122,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
122,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
123,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
123,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
123,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
123,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
123,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
124,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
124,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
124,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
124,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
124,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
125,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
125,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
125,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
125,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
125,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
126,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
126,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
126,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
126,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
126,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
