followers_count,friends_count,favourites_count,statuses_count,listed_count,verified,protected,default_profile,default_profile_image,geo_enabled,profile_use_background_image,has_created_date,description_length,screen_name_length,name_length,has_description,has_location,label
27236,934,0,42251,344,1,0,0,0,0,0,1,132,0,18,1,1,0
1185,1406,0,12251,1,0,0,0,0,0,0,1,70,0,16,1,1,1
17775,125,0,722,66,0,0,0,0,0,0,1,73,0,13,1,1,1
11937,11236,0,23863,106,0,0,0,0,0,0,1,105,0,20,1,1,1
5755,260,0,1445,56,1,0,0,0,0,0,1,74,0,12,1,1,0
574732,3858,0,511931,4702,1,0,0,0,0,0,1,128,0,14,1,1,0
2080,2780,0,15918,1,0,0,0,0,0,0,1,80,0,22,1,1,1
93,145,0,192,0,0,0,0,0,0,0,1,56,0,13,1,1,1
1806039,406,0,1424,1510,1,0,0,0,0,0,1,45,0,15,1,1,0
94727,32,0,5,215,0,0,0,0,0,0,1,85,0,19,1,1,1
346020,671,0,25273,159,1,0,0,0,0,0,1,24,0,4,1,1,0
1665,229,0,4080,60,0,0,0,0,0,0,1,144,0,18,1,1,0
1226,719,0,13493,3,0,0,0,0,0,0,1,1,0,3,1,1,0
10647,11761,0,14172,0,0,0,0,0,0,0,1,153,0,22,1,1,1
434,446,0,1986,31,0,0,0,0,0,0,1,148,0,12,1,1,1
8244705,52076,0,132780,14320,1,0,0,0,0,0,1,93,0,16,1,1,0
1615,4987,0,117096,73,0,0,0,0,0,0,1,156,0,14,1,1,1
839,632,0,20808,3,0,0,0,0,0,0,1,65,0,16,1,1,1
2271,0,0,4712,1,0,0,0,0,0,0,1,1,0,15,1,1,1
97,359,0,9684,0,0,0,0,0,0,0,1,9,0,13,1,1,0
1341,3300,0,8436,6,0,0,0,0,0,0,1,108,0,20,1,1,1
162,545,0,186,2,0,0,0,0,0,0,1,106,0,11,1,1,1
5,12,0,4,0,0,0,0,0,0,0,1,38,0,14,1,1,0
55,144,0,466,0,0,0,0,0,0,0,1,1,0,5,1,1,1
82,62,0,481,2,0,0,0,0,0,0,1,161,0,5,1,1,1
2387883,3930,0,17536,1461,1,0,0,0,0,0,1,159,0,27,1,1,0
861,1268,0,7349,2,0,0,0,0,0,0,1,127,0,13,1,1,0
2336,496,0,5183,47,0,0,0,0,0,0,1,154,0,13,1,1,1
11021996,1374,0,16531,17156,1,0,0,0,0,0,1,160,0,12,1,1,0
1204264,5,0,84950,509,1,0,0,0,0,0,1,138,0,13,1,1,0
167235,6380,0,42048,2200,1,0,0,0,0,0,1,155,0,10,1,1,0
10342,10205,0,25622,11,0,0,0,0,0,0,1,149,0,23,1,1,1
51039,5952,0,92254,900,1,0,0,0,0,0,1,95,0,10,1,1,0
581,3388,0,802,13,0,0,0,0,0,0,1,1,0,8,1,1,1
40720,3544,0,30093,206,1,0,0,0,0,0,1,123,0,20,1,1,0
5,237,0,6,0,0,0,0,0,0,0,1,4,0,10,1,1,0
25403,1900,0,22584,66,0,0,0,0,0,0,1,121,0,5,1,1,1
79,3571,0,3599,0,0,0,0,0,0,0,1,1,0,15,1,1,1
1544,1074,0,9744,6,0,0,0,0,0,0,1,153,0,13,1,1,1
12983,1261,0,224,2,0,0,0,0,0,0,1,51,0,11,1,0,0
6,686,0,164,0,0,0,0,0,0,0,1,26,0,13,1,1,1
694,1207,0,6708,41,0,0,0,0,0,0,1,130,0,14,1,1,1
0,2,0,0,0,0,0,0,0,0,0,1,7,0,13,1,1,1
17405,19109,0,152603,10,0,0,0,0,0,0,1,118,0,11,1,1,1
628,2191,0,4525,8,0,0,0,0,0,0,1,156,0,19,1,1,1
647,3640,0,18260,26,0,0,0,0,0,0,1,109,0,8,1,1,1
920,118,0,448,17,0,0,0,0,0,0,1,1,0,11,1,1,1
76351424,58352,0,46597,53663,1,0,0,0,0,0,1,11,0,14,1,1,0
10981,432,0,3753,23,0,0,0,0,0,0,1,15,0,7,1,1,1
23,10,0,20,0,0,0,0,0,0,0,1,1,0,11,1,1,1
1375,515,0,17510,12,0,0,0,0,0,0,1,12,0,4,1,1,0
87031816,0,0,517,113113,1,0,0,0,0,0,1,31,0,13,1,1,0
1814588,16,0,17434,743,1,0,0,0,0,0,1,119,0,22,1,1,0
6563,7055,0,4554,1,0,0,0,0,0,0,1,84,0,18,1,1,1
99185,110,0,33675,673,1,0,0,0,0,0,1,137,0,14,1,1,0
481,1026,0,22601,7,0,0,0,0,0,0,1,36,0,13,1,1,0
1142,413,0,4308,18,0,0,0,0,0,0,1,74,0,9,1,1,0
8932,7117,0,90882,77,0,0,0,0,0,0,1,141,0,17,1,1,1
10704,10804,0,4013,1,0,0,0,0,0,0,1,161,0,21,1,1,0
6877364,51663,0,378831,12008,1,0,0,0,0,0,1,119,0,8,1,1,0
145515,969,0,329681,1518,0,0,0,0,0,0,1,101,0,12,1,1,1
322,655,0,5408,0,0,0,0,0,0,0,1,1,0,8,1,0,1
43752,663,0,14845,47,1,0,0,0,0,0,1,126,0,15,1,1,0
8278,4278,0,43245,197,0,0,0,0,0,0,1,161,0,18,1,1,0
25,196,0,1546,3,0,0,0,0,0,0,1,58,0,6,1,1,1
45374,1202,0,42670,395,0,0,0,0,0,0,1,130,0,4,1,1,1
162450,110,0,109697,911,0,0,0,0,0,0,1,125,0,10,1,1,1
132,368,0,285,1,0,0,0,0,0,0,1,128,0,9,1,1,1
973702,3006,0,44122,182,0,0,0,0,0,0,1,39,0,9,1,1,1
3100,4771,0,26682,1,0,0,0,0,0,0,1,140,0,17,1,1,1
1660,2207,0,4814,0,0,0,0,0,0,0,1,128,0,22,1,1,1
960,4985,0,19,0,0,0,0,0,0,0,1,45,0,7,1,1,0
25,27,0,114,0,0,0,0,0,0,0,1,122,0,8,1,1,1
11097,5082,0,50144,241,1,0,0,0,0,0,1,112,0,13,1,1,0
5348,7,0,19,0,0,0,0,0,0,0,1,66,0,25,1,1,1
911772,2701,0,2854,623,1,0,0,0,0,0,1,77,0,14,1,1,0
2279,5000,0,8557,1,0,0,0,0,0,0,1,100,0,12,1,1,1
2814,1276,0,25248,45,0,0,0,0,0,0,1,139,0,11,1,1,1
844,690,0,107222,4,0,0,0,0,0,0,1,41,0,6,1,1,1
12178172,12,0,16172,31354,1,0,0,0,0,0,1,147,0,7,1,1,0
2075,1453,0,5704,47,0,0,0,0,0,0,1,93,0,20,1,1,1
23,144,0,3,0,0,0,0,0,0,0,1,1,0,15,1,1,1
134,161,0,28,1,0,0,0,0,0,0,1,1,0,13,1,1,1
7529,445,0,67647,91,0,0,0,0,0,0,1,108,0,6,0,1,1
0,980,0,4614,68,0,0,0,0,0,0,1,104,0,19,0,1,1
214,172,0,167,0,0,0,0,0,0,0,1,98,0,13,1,1,1
0,1863,0,114016,325,0,0,0,0,0,0,1,161,0,19,1,1,1
696,1084,0,31250,20,0,0,0,0,0,0,1,65,0,12,0,1,1
108,829,0,524,0,0,0,0,0,0,0,1,40,0,16,1,1,1
149,144,0,361,0,0,0,0,0,0,0,1,70,0,18,1,1,1
725,536,0,574,3,0,0,0,0,0,0,1,78,0,12,1,1,1
8262,8422,0,1346,7,0,0,0,0,0,0,1,137,0,12,1,1,1
8840,1108,0,4646,77,0,0,0,0,0,0,1,150,0,13,1,1,1
5011,1671,0,51482,85,0,0,0,0,0,0,1,145,0,18,1,1,1
1394,4224,0,561,2,0,0,0,0,0,0,1,134,0,17,1,1,1
1215,422,0,19676,72,0,0,0,0,0,0,1,148,0,11,1,1,1
577,3101,0,223,0,0,0,0,0,0,0,1,7,0,6,1,1,0
1378371,2516,0,27006,1617,1,0,0,0,0,0,1,160,0,19,0,1,0
10787,6008,0,10395,290,0,0,0,0,0,0,1,116,0,15,1,1,1
3559,912,0,8478,150,1,0,0,0,0,0,1,102,0,16,1,1,0
2006,2457,0,10046,23,0,0,0,0,0,0,1,161,0,13,1,1,0
8959,408,0,15243,7,0,0,0,0,0,0,1,25,0,24,1,1,1
920,4306,0,353,3,0,0,0,0,0,0,1,148,0,22,1,1,1
329,457,0,316,0,0,0,0,0,0,0,1,51,0,2,1,1,1
116570,380,0,10803,1299,1,0,0,0,0,0,1,101,0,16,1,1,0
142066,343,0,15469,604,1,0,0,0,0,0,1,82,0,10,1,1,0
262,224,0,1109,8,0,0,0,0,0,0,1,156,0,15,1,1,1
2251,2940,0,794,7,0,0,0,0,0,0,1,149,0,9,1,1,1
9300,8350,0,7552,7,0,0,0,0,0,0,1,157,0,10,1,1,0
697,1147,0,5386,5,0,0,0,0,0,0,1,52,0,13,1,1,1
419,1144,0,212,2,0,0,0,0,0,0,1,1,0,11,1,1,1
109,200,0,1253,3,0,0,0,0,0,0,1,83,0,24,1,1,1
303,87,0,237,0,0,0,0,0,0,0,1,33,0,21,1,1,1
180,415,0,4077,1,0,0,0,0,0,0,1,42,0,8,1,1,1
480730,1170,0,62404,6854,1,0,0,0,0,0,1,156,0,10,1,1,0
657,2532,0,7,2,0,0,0,0,0,0,1,145,0,33,1,1,1
4527,4976,0,246031,4,0,0,0,0,0,0,1,6,0,9,1,1,1
224380,818,0,6934,1702,1,0,0,0,0,0,1,90,0,15,1,0,0
119,218,0,1267,0,0,0,0,0,0,0,1,23,0,15,1,1,1
227,374,0,1532,3,0,0,0,0,0,0,1,94,0,16,1,1,1
451,2938,0,208,1,0,0,0,0,0,0,1,1,0,16,1,1,1
789322,46,0,14749,315,1,0,0,0,0,0,1,97,0,16,1,1,0
56644,3283,0,135912,391,0,0,0,0,0,0,1,161,0,15,1,1,0
166087,122181,0,143052,512,0,0,0,0,0,0,1,160,0,11,1,1,1
3,57,0,4,0,0,0,0,0,0,0,1,1,0,7,1,1,0
4,72,0,1,0,0,0,0,0,0,0,1,6,0,9,1,1,1
1574491,2,0,5805,1510,1,0,0,0,0,0,1,86,0,4,1,1,0
39975736,222,0,62051,92675,1,0,0,0,0,0,1,77,0,5,1,1,0
13,79,0,170,0,0,0,0,0,0,0,1,2,0,16,1,1,1
3258,3771,0,31080,77,0,0,0,0,0,0,1,150,0,19,1,1,1
1196,2762,0,290,0,0,0,0,0,0,0,1,1,0,6,1,1,1
114840,41,0,196,263,1,0,0,0,0,0,1,42,0,14,1,1,0
21145,892,0,3679,163,0,0,0,0,0,0,1,53,0,15,1,1,1
1186,1816,0,2420,62,0,0,0,0,0,0,1,160,0,9,1,1,1
16235,3463,0,24569,472,1,0,0,0,0,0,1,108,0,13,1,1,0
4,90,0,3,0,0,0,0,0,0,0,1,29,0,9,1,1,1
468215,246,0,3509,2741,1,0,0,0,0,0,1,11,0,18,1,1,0
1489,1350,0,599,74,0,0,0,0,0,0,1,136,0,15,1,1,1
2087,2008,0,14022,38,0,0,0,0,0,0,1,152,0,33,1,1,1
9873,9790,0,3377,1,0,0,0,0,0,0,1,135,0,11,1,1,1
20,161,0,291,0,0,0,0,0,0,0,1,1,0,13,1,1,1
352906,1604,0,11757,3547,1,0,0,0,0,0,1,153,0,17,1,1,0
582,3671,0,0,0,0,0,0,0,0,0,1,37,0,17,1,1,1
79,135,0,5807,0,0,0,0,0,0,0,1,1,0,10,1,1,1
124,993,0,52,0,0,0,0,0,0,0,1,142,0,23,1,1,1
2537,2127,0,34994,9,0,0,0,0,0,0,1,11,0,11,1,1,0
10,423,0,33,0,0,0,0,0,0,0,1,1,0,12,1,1,0
36,221,0,127,0,0,0,0,0,0,0,1,1,0,15,1,1,1
2472,3392,0,38722,1,0,0,0,0,0,0,1,80,0,14,1,1,1
3673,1088,0,7172,4,0,0,0,0,0,0,1,49,0,17,1,1,1
13107,13285,0,14516,2,0,0,0,0,0,0,0,86,0,5,1,0,1
27344,571,0,8309,410,0,0,0,0,0,0,1,137,0,23,1,1,1
865,1236,0,3971,7,0,0,0,0,0,0,1,80,0,12,1,1,1
1723,121,0,3265,16,1,0,0,0,0,0,1,104,0,11,1,1,0
44040,2,0,139,8,0,0,0,0,0,0,1,3,0,8,1,1,0
689,1124,0,6037,0,0,0,0,0,0,0,1,160,0,40,1,1,1
213822,218,0,24857,613,1,0,0,0,0,0,1,101,0,21,1,1,0
532,1539,0,3682,2,0,0,0,0,0,0,1,29,0,7,1,1,1
115450,1297,0,66025,2627,1,0,0,0,0,0,1,151,0,15,1,1,0
77797,1863,0,98086,1370,1,0,0,0,0,0,1,143,0,13,1,1,0
114,200,0,269,0,0,0,0,0,0,0,1,31,0,6,1,1,1
66636,645,0,31650,82,1,0,0,0,0,0,1,148,0,9,1,1,0
3551051,714,0,217270,24663,1,0,0,0,0,0,1,107,0,6,1,1,0
42,238,0,10,0,0,0,0,0,0,0,1,1,0,13,1,1,0
4867,906,0,1801,34,0,0,0,0,0,0,1,160,0,11,1,1,1
260,575,0,917,0,0,0,0,0,0,0,1,25,0,12,1,1,0
177,405,0,2441,0,0,0,0,0,0,0,1,108,0,9,1,1,0
20353766,220,0,30079,6017,1,0,0,0,0,0,1,157,0,16,1,1,0
887,755,0,46023,65,0,0,0,0,0,0,1,150,0,6,1,1,1
5,358,0,2,0,0,0,0,0,0,0,1,1,0,6,1,1,0
3,58,0,363,0,0,0,0,0,0,0,1,1,0,11,1,0,1
18471,2093,0,59970,664,1,0,0,0,0,0,1,37,0,15,1,1,0
1717661,104,0,485,1300,1,0,0,0,0,0,1,75,0,11,1,1,0
19,148,0,18,0,0,0,0,0,0,0,1,1,0,14,1,0,1
7025632,1444,0,52520,8870,1,0,0,0,0,0,1,24,0,7,1,1,0
4177,4293,0,1223,0,0,0,0,0,0,0,1,145,0,13,1,1,1
354,460,0,21367,2,0,0,0,0,0,0,1,99,0,10,1,1,0
6611,3741,0,8970,33,0,0,0,0,0,0,1,140,0,20,1,1,1
897,1074,0,3831,5,0,0,0,0,0,0,1,13,0,31,1,1,1
1017726,123,0,263,1956,1,0,0,0,0,0,1,1,0,17,1,1,0
4,86,0,2,0,0,0,0,0,0,0,1,9,0,11,1,1,1
3,53,0,1,0,0,0,0,0,0,0,1,8,0,5,1,1,1
236235,382,0,52525,1957,1,0,0,0,0,0,1,131,0,13,1,1,0
7350,8511,0,26235,380,0,0,0,0,0,0,1,152,0,13,1,1,1
13,290,0,383,0,0,0,0,0,0,0,1,13,0,10,1,1,0
14,240,0,1771,0,0,0,0,0,0,0,1,59,0,13,1,1,1
28,904,0,3,0,0,0,0,0,0,0,1,109,0,7,1,1,0
0,59,0,0,0,0,0,0,0,0,0,1,1,0,21,1,1,1
214,547,0,609,3,0,0,0,0,0,0,1,111,0,15,1,1,0
5143,5513,0,18036,1,0,0,0,0,0,0,1,104,0,18,1,1,1
3043,1671,0,5920,113,1,0,0,0,0,0,1,99,0,15,1,1,0
8366,8940,0,169997,7,0,0,0,0,0,0,1,144,0,10,1,1,1
30025,3525,0,20466,166,0,0,0,0,0,0,1,160,0,13,1,1,1
17,321,0,147,0,0,0,0,0,0,0,1,155,0,22,1,1,1
22,147,0,13,0,0,0,0,0,0,0,1,1,0,13,1,1,1
39101,31081,0,22855,30,0,0,0,0,0,0,1,158,0,8,1,1,1
646324,506,0,135428,1333,0,0,0,0,0,0,1,54,0,5,1,1,1
471,692,0,7341,15,0,0,0,0,0,0,1,101,0,12,1,1,1
34634,33150,0,12547,19,0,0,0,0,0,0,0,86,0,16,1,1,1
101,236,0,991,2,0,0,0,0,0,0,1,1,0,5,1,1,1
302377,5958,0,28468,1902,1,0,0,0,0,0,1,85,0,17,1,1,0
407,1391,0,666,4,0,0,0,0,0,0,1,158,0,18,1,1,1
371,2630,0,224,1,0,0,0,0,0,0,1,1,0,6,1,1,1
993,1535,0,1136,47,0,0,0,0,0,0,1,71,0,13,1,1,1
441,3987,0,3485,6,0,0,0,0,0,0,1,1,0,13,1,1,1
196,580,0,12873,0,0,0,0,0,0,0,1,149,0,8,1,1,0
464,313,0,5512,37,0,0,0,0,0,0,1,58,0,17,1,1,0
51681748,10023,0,12870,63361,1,0,0,0,0,0,1,1,0,13,1,1,0
29,49,0,27,0,0,0,0,0,0,0,1,13,0,15,1,1,0
169997,172,0,3193,656,1,0,0,0,0,0,1,159,0,15,1,1,0
14,24,0,32,0,0,0,0,0,0,0,1,1,0,5,1,1,0
0,2341,0,1521,0,0,0,0,0,0,0,1,121,0,14,0,1,1
114892,664,0,87779,4465,0,0,0,0,0,0,1,79,0,13,1,1,1
1,90,0,2,0,0,0,0,0,0,0,1,1,0,10,1,1,0
3542,920,0,937,19,0,0,0,0,0,0,1,118,0,18,1,1,1
337,7,0,192,2,0,0,0,0,0,0,1,1,0,14,1,1,1
3521,2594,0,2018,139,0,0,0,0,0,0,1,161,0,7,1,1,1
1077,2107,0,2719,42,0,0,0,0,0,0,1,160,0,17,1,1,0
358,117,0,34,1,0,0,0,0,0,0,1,1,0,3,1,1,0
5738877,806,0,63982,9013,1,0,0,0,0,0,1,129,0,13,1,1,0
144441,1500,0,11204,1984,1,0,0,0,0,0,1,85,0,10,1,1,0
409,744,0,813,0,0,0,0,0,0,0,1,155,0,18,1,1,1
2335,34,0,65,20,1,0,0,0,0,0,1,150,0,11,1,1,0
117599,129000,0,93388,1718,0,0,0,0,0,0,1,156,0,8,1,1,1
238,266,0,13018,17,0,0,0,0,0,0,1,72,0,8,1,1,1
2471,1831,0,2053,8,0,0,0,0,0,0,1,155,0,13,1,1,1
630,455,0,11774,5,0,0,0,0,0,0,1,79,0,14,0,1,1
1311,587,0,26609,87,0,0,0,0,0,0,0,144,0,11,1,1,0
3983,0,0,122,0,0,0,0,0,0,0,1,1,0,10,1,1,1
1452,1759,0,32599,1,0,0,0,0,0,0,1,131,0,12,1,1,1
365,120,0,277,10,0,0,0,0,0,0,1,49,0,13,1,1,1
115,422,0,429,1,0,0,0,0,0,0,1,153,0,32,1,1,0
431,665,0,84,0,0,0,0,0,0,0,1,63,0,15,1,1,0
563,700,0,4979,20,0,0,0,0,0,0,1,161,0,15,1,1,0
6294,36,0,7893,295,0,0,0,0,0,0,1,155,0,12,1,1,1
14190,1357,0,1189,553,0,0,0,0,0,0,1,121,0,14,1,1,1
455,1155,0,6227,1,0,0,0,0,0,0,1,160,0,27,1,1,0
370,1029,0,1639,2,0,0,0,0,0,0,1,117,0,17,1,1,0
3860000,9689,0,15033,8022,1,0,0,0,0,0,0,24,0,14,1,0,0
38390,418,0,15846,1282,0,0,0,0,0,0,1,105,0,20,1,1,0
64287,831,0,23145,18,0,0,0,0,0,0,1,89,0,11,1,1,0
132113,20,0,455,325,1,0,0,0,0,0,1,65,0,25,1,1,0
343,837,0,123,0,0,0,0,0,0,0,1,76,0,21,1,1,1
118215,44117,0,40808,57,0,0,0,0,0,0,1,150,0,14,1,1,1
92,373,0,249,3,0,0,0,0,0,0,1,1,0,16,1,1,1
73,102,0,72,0,0,0,0,0,0,0,1,93,0,9,1,1,1
9559,2481,0,63292,70,0,0,0,0,0,0,1,90,0,12,1,1,1
429,1759,0,317,4,0,0,0,0,0,0,1,15,0,5,1,1,1
75713,2300,0,47078,911,1,0,0,0,0,0,1,124,0,13,1,1,0
1827,769,0,2942,86,1,0,0,0,0,0,1,155,0,12,1,1,0
850,374,0,589,30,0,0,0,0,0,0,1,93,0,38,1,1,1
130,2893,0,7125,0,0,0,0,0,0,0,1,1,0,16,1,1,1
199,662,0,1428,1,0,0,0,0,0,0,1,104,0,13,1,1,0
3996,4444,0,22665,2,0,0,0,0,0,0,1,103,0,15,1,1,0
269,382,0,1338,1,0,0,0,0,0,0,1,1,0,11,1,1,1
937,1999,0,52,0,0,0,0,0,0,0,1,42,0,9,1,1,0
791,767,0,57828,5,0,0,0,0,0,0,1,29,0,21,1,1,0
18749,15643,0,1841,187,0,0,0,0,0,0,1,153,0,8,1,1,1
4298,4647,0,138481,39,0,0,0,0,0,0,1,138,0,13,1,1,1
2008,2,0,9270,3,0,0,0,0,0,0,1,161,0,27,1,1,0
145640,1366,0,60901,2837,1,0,0,0,0,0,1,159,0,4,1,1,0
2726,949,0,52933,36,0,0,0,0,0,0,1,13,0,17,1,1,1
189,163,0,3106,1,0,0,0,0,0,0,1,1,0,8,1,1,1
1633,2065,0,1122,0,0,0,0,0,0,0,1,145,0,25,1,1,1
471786,284739,0,181303,4955,1,0,0,0,0,0,1,155,0,29,1,1,0
8,223,0,5,0,0,0,0,0,0,0,1,21,0,16,1,1,0
242,211,0,449,0,0,0,0,0,0,0,1,1,0,12,1,1,0
6385,1200,0,5227,76,0,0,0,0,0,0,1,100,0,11,1,1,0
60515,444,0,6017,1532,1,0,0,0,0,0,1,73,0,21,1,1,0
463670,4005,0,17410,8956,1,0,0,0,0,0,1,122,0,12,1,1,0
146,450,0,3245,4,0,0,0,0,0,0,1,150,0,12,1,1,0
171,317,0,14282,0,0,0,0,0,0,0,1,2,0,17,1,1,0
88732,370,0,1245,69,1,0,0,0,0,0,1,111,0,12,1,1,0
39296,752,0,11278,301,1,0,0,0,0,0,1,33,0,12,1,0,0
7,8,0,1,0,0,0,0,0,0,0,1,1,0,6,1,0,0
2158,4227,0,55900,87,0,0,0,0,0,0,1,60,0,15,1,1,1
1410,2761,0,1678,95,0,0,0,0,0,0,1,90,0,6,1,1,1
8515,64,0,2132,41,0,0,0,0,0,0,1,159,0,20,1,1,1
28,174,0,622,2,0,0,0,0,0,0,0,29,0,16,1,1,1
1121,1484,0,17883,0,0,0,0,0,0,0,1,130,0,9,1,1,0
206,1439,0,227,1,0,0,0,0,0,0,1,8,0,17,1,1,0
328,1853,0,7326,10,0,0,0,0,0,0,1,93,0,12,1,1,1
40,734,0,336,0,0,0,0,0,0,0,1,110,0,12,1,1,1
3213,5001,0,5187,1,0,0,0,0,0,0,1,106,0,13,1,1,1
1147906,175,0,266,723,1,0,0,0,0,0,1,35,0,9,1,1,0
370,422,0,15979,3,0,0,0,0,0,0,1,38,0,7,1,1,0
1358,1041,0,38289,17,0,0,0,0,0,0,1,16,0,13,1,1,1
14377,1802,0,23684,379,1,0,0,0,0,0,1,132,0,16,1,1,0
436332,986,0,22090,3112,1,0,0,0,0,0,1,169,0,12,1,1,0
316,357,0,17247,18,0,0,0,0,0,0,1,38,0,5,1,1,1
5101,15863,0,26463,11,0,0,0,0,0,0,1,137,0,15,0,1,1
39805,1080,0,5477,168,0,0,0,0,0,0,1,158,0,16,1,1,1
468,1013,0,318,3,0,0,0,0,0,0,1,88,0,9,1,1,1
850,3176,0,1909,1,0,0,0,0,0,0,1,49,0,9,1,1,0
177,349,0,3920,1,0,0,0,0,0,0,1,1,0,8,1,1,0
15,135,0,2,0,0,0,0,0,0,0,1,10,0,17,1,1,1
195,4849,0,3757,195,0,0,0,0,0,0,1,142,0,14,1,0,1
165,172,0,629,0,0,0,0,0,0,0,1,19,0,6,1,1,1
475,1067,0,3070,0,0,0,0,0,0,0,1,153,0,8,1,1,0
2289,2563,0,5428,12,0,0,0,0,0,0,1,79,0,7,1,1,1
63,209,0,232,0,0,0,0,0,0,0,1,149,0,15,1,1,1
60966,497,0,56986,104,1,0,0,0,0,0,1,68,0,13,1,1,0
3,64,0,1,0,0,0,0,0,0,0,1,1,0,10,1,1,1
173903,155913,0,160163,567,0,0,0,0,0,0,1,79,0,20,1,0,1
1956,2489,0,4323,0,0,0,0,0,0,0,1,99,0,13,1,1,1
4058,4689,0,6517,28,0,0,0,0,0,0,1,160,0,17,1,0,1
9884,1889,0,3884,63,1,0,0,0,0,0,1,157,0,13,1,1,0
57,105,0,288,5,0,0,0,0,0,0,1,144,0,14,1,1,1
24951178,129,0,225454,112805,1,0,0,0,0,0,1,85,0,14,1,1,0
5800662,274,0,15402,22078,1,0,0,0,0,0,1,95,0,18,1,1,0
369,203,0,597,1,0,0,0,0,0,0,1,75,0,6,1,1,0
53,116,0,92,0,0,0,0,0,0,0,1,37,0,9,1,1,1
2,60,0,1,0,0,0,0,0,0,0,1,44,0,22,1,1,0
24889,3582,0,28829,53,0,0,0,0,0,0,1,9,0,15,1,1,0
1723516,556,0,30106,905,1,0,0,0,0,0,1,136,0,8,1,1,0
5961,820,0,6493,16,1,0,0,0,0,0,1,101,0,15,1,1,0
507,647,0,20609,44,0,0,0,0,0,0,1,112,0,21,1,1,1
34008,15566,0,11177,719,1,0,0,0,0,0,1,158,0,15,1,1,0
828,396,0,4343,2,0,0,0,0,0,0,1,1,0,17,1,1,1
31066772,1749,0,90157,17741,1,0,0,0,0,0,1,91,0,4,1,0,0
98253824,1039,0,10521,94005,1,0,0,0,0,0,1,1,0,8,1,1,0
13049,14143,0,7151,3,0,0,0,0,0,0,1,140,0,10,1,1,1
25,300,0,243,0,0,0,0,0,0,0,1,1,0,17,1,1,1
637654,375,0,40796,283,1,0,0,0,0,0,1,140,0,19,1,1,0
3,141,0,18,0,0,0,0,0,0,0,1,19,0,16,1,1,1
66523,2812,0,153097,710,1,0,0,0,0,0,0,144,0,20,1,1,0
60470,3334,0,97061,1563,1,0,0,0,0,0,1,144,0,13,1,1,0
528,230,0,35267,18,0,0,0,0,0,0,1,51,0,13,1,1,1
498733,1358,0,139231,754,1,0,0,0,0,0,1,124,0,15,1,1,0
56,423,0,94,1,0,0,0,0,0,0,1,94,0,19,1,1,1
119,131,0,3503,0,0,0,0,0,0,0,1,101,0,16,1,1,0
65360,20,0,11278,306,1,0,0,0,0,0,1,21,0,7,1,1,0
5986,0,0,11447,40,1,0,0,0,0,0,1,51,0,15,1,1,0
1245,1100,0,26972,5,0,0,0,0,0,0,1,12,0,12,1,1,1
473,1409,0,9802,9,0,0,0,0,0,0,1,4,0,12,1,1,0
291,1579,0,2275,0,0,0,0,0,0,0,1,149,0,13,1,1,1
8635,1067,0,31614,407,1,0,0,0,0,0,1,158,0,16,1,1,0
2602,535,0,939,35,0,0,0,0,0,0,1,150,0,10,1,1,1
3,61,0,1,0,0,0,0,0,0,0,1,39,0,21,1,1,1
341,4967,0,89,0,0,0,0,0,0,0,1,143,0,17,1,1,1
30914,6108,0,6807,1270,0,0,0,0,0,0,1,160,0,21,1,1,1
86,287,0,422,6,0,0,0,0,0,0,1,157,0,21,1,1,1
4135,4400,0,11313,8,0,0,0,0,0,0,1,61,0,8,1,1,1
47638,1356,0,11979,297,1,0,0,0,0,0,1,77,0,20,1,1,0
0,63,0,1,0,0,0,0,0,0,0,1,1,0,13,1,1,1
8487,8439,0,49513,7,0,0,0,0,0,0,1,129,0,14,1,1,0
339,1197,0,2398,51,0,0,0,0,0,0,1,148,0,19,1,1,0
67908,4111,0,8674,726,1,0,0,0,0,0,1,156,0,12,1,1,0
7,126,0,43,0,0,0,0,0,0,0,1,160,0,19,1,1,1
3684303,17771,0,32683,15955,1,0,0,0,0,0,1,98,0,8,1,1,0
15858,5288,0,7449,83,1,0,0,0,0,0,1,149,0,24,1,1,0
40,91,0,18,0,0,0,0,0,0,0,1,1,0,21,1,1,0
185,722,0,2350,5,0,0,0,0,0,0,1,74,0,20,1,1,1
353,1031,0,3841,5,0,0,0,0,0,0,1,118,0,18,1,1,1
217,1983,0,332,0,0,0,0,0,0,0,1,18,0,18,1,1,1
1791,3056,0,2095,4,0,0,0,0,0,0,1,49,0,19,1,1,0
54,403,0,530,0,0,0,0,0,0,0,1,156,0,14,1,1,1
11130,238,0,1146,313,0,0,0,0,0,0,1,152,0,8,1,1,1
361,204,0,1053,11,0,0,0,0,0,0,1,107,0,13,1,1,1
103721,326,0,1151,638,1,0,0,0,0,0,1,155,0,18,1,1,0
234,448,0,3619,0,0,0,0,0,0,0,1,1,0,33,1,1,0
35267,23,0,0,165,0,0,0,0,0,0,1,148,0,14,1,1,1
1193,2767,0,1094,4,0,0,0,0,0,0,0,94,0,13,1,1,1
11,115,0,164,0,0,0,0,0,0,0,1,148,0,15,1,1,0
275,432,0,10924,0,0,0,0,0,0,0,1,95,0,16,1,1,0
766,1340,0,1558,19,0,0,0,0,0,0,1,86,0,19,1,1,1
