row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,intent_label,predicted_intent
101,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994011374077694,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
101,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
102,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8585989576338616,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
102,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.4440584150319439,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
102,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9835165024631396,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
102,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999560574812364,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
102,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
103,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9820585513254703,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
103,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.2163233079365955,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
103,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8064643465672159,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
103,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995917128224807,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
103,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
104,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.813184665676458,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
104,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6450011565866629,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
104,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9503555838889852,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
104,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.999894755521833,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
104,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
105,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8841655219950665,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
105,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8794343550671684,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
105,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5171304839202076,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
105,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9984471733838393,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
105,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
106,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8772132106336865,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
106,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6383030652015056,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
106,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.49679621973187915,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
106,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9996656742459543,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
106,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
107,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9161237274465731,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
107,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7052839790530787,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
107,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.653048695038434,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
107,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9997473130518795,5,0,0.0,1.0,0.5,0.8,0,0,1,
107,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
108,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.823044986843835,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
108,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
108,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6391083656929742,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
108,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9998430257441231,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
108,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
109,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7311025379904839,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
109,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7655668015194943,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
109,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6422111416999129,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
109,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9989775375292249,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
109,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
110,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.165834770688578,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
110,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9129248119929552,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
110,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.2917913764163047,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
110,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995896848597706,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
110,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
111,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.22134112752540458,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
111,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7722648929046518,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
111,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6610217212419771,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
111,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9997650178050674,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
111,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
112,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5390169031187986,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
112,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8124534412155956,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
112,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8031676470598437,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
112,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.998114932811924,5,0,0.0,1.0,0.5,0.8,0,0,1,
112,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
113,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7427644796289283,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
113,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.20292712516628097,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
113,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5274084294431913,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
113,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9990917581376157,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
113,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
114,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.49539675602884803,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
114,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6583973393569775,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
114,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.2958637699254113,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
114,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9981892668269716,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
114,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
115,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9476333966812159,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
115,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7722648929046518,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
115,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6150618516392017,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
115,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994565658744706,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
115,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
116,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8088114375620413,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
116,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7253782532085506,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
116,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9806076499566349,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
116,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9932895871616649,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
116,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
117,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8876416776757567,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
117,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.866038172296854,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
117,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.20336226021855952,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
117,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994347712634155,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
117,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
118,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8291077013751033,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
118,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.2096252165514383,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
118,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9455074963781439,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
118,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999964550573098,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
118,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
119,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5914956404917984,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
119,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7923591670601235,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
119,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7936653955385948,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
119,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994074616317224,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
119,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
120,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8145302743270476,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
120,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8392458067562245,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
120,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8865547522463139,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
120,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995101072836604,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
120,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
121,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8386390959834471,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
121,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8124534412155956,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
121,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6187463981474411,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
121,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999959281063694,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
121,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
122,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7853754202309366,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
122,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
122,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
122,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9984026935235019,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
122,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
123,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5658169420763777,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
123,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.5981145168905618,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
123,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7969620950459668,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
123,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994901659473717,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
123,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
124,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.501339860902286,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
124,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.24311567347722474,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
124,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9038139437849089,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
124,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999796913948741,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
124,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
125,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8766525403626073,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
125,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.892830537837483,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
125,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.36218560707372016,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
125,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995699644051769,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
125,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
126,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.798382970519971,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
126,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.953113360303899,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
126,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6007115126071114,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
126,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9989498623578529,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
126,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
127,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.6450957184069563,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
127,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.1024557543889213,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
127,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.4597291277918468,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
127,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9982757147255703,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
127,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
128,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9418024258619938,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
128,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8727362636820113,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
128,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6749842132732002,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
128,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994116393147463,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
128,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
129,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.6429651713768559,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
129,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8057553498304382,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
129,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6526830107233301,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
129,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9951683469066661,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
129,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
130,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8469370159954173,5,0,0.0,1.0,0.5,1.0,0,0,1,
130,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
130,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9340660098525585,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
130,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.8748147463421845,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
130,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
131,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9174693360971627,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
131,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
131,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9437621848742411,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
131,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.8748659444165104,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
131,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
132,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8236131327185284,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
132,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9598114516890561,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
132,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8107306635767562,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
132,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.999895270895821,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
132,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
133,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7386155196229433,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
133,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9062267206077976,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
133,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7259860938872504,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
133,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9971040033810497,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
133,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
134,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4051288423851197,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
134,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.18283285101080904,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
134,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.2842283598993923,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
