row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
1087,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.922371868317952,0.9219450534167289,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,9.0,0.05357142857142857,1.0,167.0,176.0,5.123963979403259,5.176149732573829,3.0,813.0,896.0,-1,-1.0
1087,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.952060761685607,0.9991878266977949,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,5.0,5.0,1.0,0.0,5.0,0.0,1.791759469228055,4.0,0.0,877.0,1,1.0
1087,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,11.0,11.0,1.0,0.0,11.0,0.0,2.4849066497880004,13.0,0.0,3.0,1,1.0
1091,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9511785174966468,0.9999834847947995,3,1,1.0,1.0,0.5,1.0,0,0,45.0,0.3,1.0,149.0,194.0,5.0106352940962555,5.272999558563747,0.0,590.0,983.0,-1,-1.0
1091,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9341984693025416,0.9716012796765154,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,3249.0,8.975138121546962,1.0,361.0,3610.0,5.8916442118257715,8.191740021277457,3.0,2005.0,2006.0,-1,-1.0
1091,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,-1,1.0
1114,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9511681639276373,0.9999903446655835,2,0,1.0,1.0,0.5,1.0,0,0,273.0,0.8980263157894737,-1.0,303.0,30.0,5.717027701406222,3.4339872044851463,0.0,1602.0,1582.0,-1,-1.0
1114,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,2,0,0.020488126442631267,1.0,0.5,1.0,0,0,250.0,250.0,1.0,0.0,250.0,0.0,5.5254529391317835,2.0,0.0,21.0,1,1.0
1125,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.96165102628672,0.9609098577795999,3,1,1.0,1.0,0.5,1.0,0,0,9.0,5.4188141226337845e-05,-1.0,166087.0,166078.0,12.020273047356385,12.020218857746928,0.0,755.0,754.0,-1,-1.0
1125,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9455617897217637,0.0,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,109963.0,0.8999934523906958,-1.0,122181.0,12218.0,11.713267015360993,9.410747396316522,1.0,223.0,222.0,-1,-1.0
1125,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.0,0.0,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,1287468.0,8.999937086254745,1.0,143052.0,1430520.0,11.870970469946574,14.173549271546303,3.0,567.0,568.0,-1,-1.0
1127,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9511690477688942,0.9999922840658272,2,1,1.0,1.0,0.5,1.0,0,0,40.0,8.0,1.0,4.0,44.0,1.6094379124341003,3.8066624897703196,0.0,2045.0,2190.0,-1,-1.0
1127,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.949495358927919,0.9713380830836598,2,1,0.25690440440238577,1.0,0.5,1.0,0,0,1.0,0.0136986301369863,-1.0,72.0,71.0,4.290459441148391,4.276666119016055,1.0,2222.0,2212.0,-1,-1.0
1131,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,1500.0,1500.0,1.0,0.0,1500.0,0.0,7.313886831633462,2.0,0.0,9.0,1,1.0
1131,profile_use_background_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,10.0,0.0,1.0,1,1.0
1131,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,10.0,10.0,1.0,0.0,10.0,0.0,2.3978952727983707,13.0,0.0,2.0,1,1.0
1142,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.9490201916582831,0.9933639003063138,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,145.0,0.8950617283950617,-1.0,161.0,16.0,5.087596335232384,2.833213344056216,1.0,533.0,524.0,-1,-1.0
1142,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.952060761685607,0.9996069568173483,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,5.0,5.0,1.0,0.0,5.0,0.0,1.791759469228055,4.0,0.0,877.0,1,1.0
1142,description_length,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,3,1,,,0.7801846656816728,0.0,3,1,0.16492294307018104,1.0,0.5,1.0,0,0,119.0,59.5,1.0,1.0,120.0,0.6931471805599453,4.795790545596741,12.0,1.0,26.0,1,1.0
1145,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,2,0,0.020488126442631267,1.0,0.5,1.0,0,0,450.0,450.0,1.0,0.0,450.0,0.0,6.111467339502679,2.0,0.0,40.0,1,1.0
1145,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9237873409459854,0.9988889056465788,2,0,0.3516346101696187,1.0,0.5,1.0,0,0,5220.0,0.8987603305785123,-1.0,5807.0,587.0,8.666991556504632,6.376726947898627,3.0,2808.0,2821.0,-1,-1.0
1146,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9653287481386178,0.7592726585261317,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,8937.0,8.990945674044266,1.0,993.0,9930.0,6.901737206656574,9.203416456903359,1.0,2581.0,2582.0,-1,-1.0
1146,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9218518284959739,0.8140856258839133,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,27.0,0.5094339622641509,-1.0,52.0,25.0,3.970291913552122,3.258096538021482,3.0,2625.0,1431.0,-1,-1.0
1146,has_location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,1.0,1.0,3,0,0.01999866158985743,1.0,0.5,0.3,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,16.0,1.0,0.0,-1,1.0
1154,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9512209418769784,0.9999976287801707,3,0,1.0,1.0,0.5,1.0,0,0,1.0,0.0011547344110854503,1.0,865.0,866.0,6.763884908562435,6.7650389767805414,0.0,3189.0,3191.0,-1,-1.0
1154,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,888.0,888.0,1.0,0.0,888.0,0.0,6.790097235513905,2.0,0.0,53.0,1,1.0
1154,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,8.0,8.0,1.0,0.0,8.0,0.0,2.1972245773362196,13.0,0.0,6.0,1,1.0
1159,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9626445331894801,0.9845688133275001,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,54.0,0.03506493506493506,1.0,1539.0,1593.0,7.3395376954076745,7.374001859350161,1.0,480.0,521.0,-1,-1.0
1159,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,300.0,300.0,1.0,0.0,300.0,0.0,5.707110264748875,2.0,0.0,28.0,1,1.0
1159,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9458333147947232,0.8712180018514233,3,1,0.02771760198021504,1.0,0.5,1.0,0,0,8.0,1.0,1.0,7.0,15.0,2.0794415416798357,2.772588722239781,14.0,55.0,7.0,1,1.0
1177,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.951192595825239,0.9995383280447145,3,1,1.0,1.0,0.5,1.0,0,0,3760.0,0.8999521302058401,-1.0,4177.0,417.0,8.33758794211651,6.035481432524756,0.0,2122.0,2121.0,-1,-1.0
1177,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9260087030994683,0.975971060649511,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,9.0,0.007352941176470588,1.0,1223.0,1232.0,7.1098794630722715,7.117205503164344,3.0,301.0,315.0,-1,-1.0
1177,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,-1,1.0
1183,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9511883660135095,0.9999341702405551,4,1,1.0,1.0,0.5,1.0,0,0,347.0,86.75,1.0,3.0,350.0,1.3862943611198906,5.860786223465865,0.0,1581.0,1819.0,1,-1.0
1183,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,4,0,0.020488126442631267,1.0,0.5,1.0,0,0,250.0,250.0,1.0,0.0,250.0,0.0,5.5254529391317835,2.0,0.0,21.0,1,1.0
1183,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,4,0,0.019997429269484647,1.0,0.5,1.0,0,0,8.0,8.0,1.0,0.0,8.0,0.0,2.1972245773362196,13.0,0.0,6.0,1,1.0
1183,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.7789914754860955,0.3626942142903764,4,1,0.02771760198021504,1.0,0.5,1.0,0,0,5.0,0.8333333333333334,1.0,5.0,10.0,1.791759469228055,2.3978952727983707,14.0,48.0,1.0,1,1.0
1185,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,1580.0,1580.0,1.0,0.0,1580.0,0.0,7.365812837209472,2.0,0.0,13.0,1,1.0
1185,profile_use_background_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,10.0,0.0,1.0,1,1.0
1185,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,11.0,11.0,1.0,0.0,11.0,0.0,2.4849066497880004,13.0,0.0,3.0,1,1.0
1191,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9514903871972988,0.9999688332320207,2,0,1.0,1.0,0.5,1.0,0,0,9.0,0.001749611197511664,-1.0,5143.0,5134.0,8.545586265917455,8.543835122362658,0.0,2435.0,2434.0,-1,-1.0
1191,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,2,0,0.020488126442631267,1.0,0.5,1.0,0,0,845.0,845.0,1.0,0.0,845.0,0.0,6.740519359606223,2.0,0.0,49.0,1,1.0
1197,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.0,0.0,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,279729.0,8.999710443343414,1.0,31081.0,310810.0,10.344384152475557,12.646940289384721,1.0,1287.0,1288.0,-1,-1.0
1197,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,3120.0,3120.0,1.0,0.0,3120.0,0.0,8.045908742270779,2.0,0.0,31.0,1,1.0
1197,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.5605880211878695,0.8117801565520799,3,1,0.02771760198021504,1.0,0.5,1.0,0,0,1.0,0.045454545454545456,1.0,21.0,22.0,3.091042453358316,3.1354942159291497,14.0,14.0,15.0,-1,1.0
1199,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,455.0,455.0,1.0,0.0,455.0,0.0,6.1224928095143865,2.0,0.0,42.0,1,1.0
1199,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9242936048786395,0.8781542564338366,3,0,0.3516346101696187,1.0,0.5,1.0,0,0,6607.0,0.8998910378643421,-1.0,7341.0,734.0,8.90136656405678,6.5998704992128365,3.0,3191.0,3189.0,-1,-1.0
1199,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,1,1.0
1205,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9511721412132934,0.9996704875652297,2,1,1.0,1.0,0.5,1.0,0,0,900.0,0.9054325955734407,-1.0,993.0,93.0,6.901737206656574,4.543294782270004,0.0,3403.0,3311.0,-1,-1.0
1205,description_length,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,3,1,,,0.600088400643882,0.0,2,1,0.16492294307018104,1.0,0.5,1.0,0,0,79.0,1.0972222222222223,1.0,71.0,150.0,4.276666119016055,5.017279836814924,12.0,151.0,60.0,1,1.0
1246,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,128.0,128.0,1.0,0.0,128.0,0.0,4.859812404361672,2.0,0.0,6.0,1,1.0
1246,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9522056891128385,0.9992173918929501,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,7.0,1.75,1.0,3.0,10.0,1.3862943611198906,2.3978952727983707,4.0,603.0,2.0,1,1.0
1246,description_length,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,3,1,,,0.7201525773357424,0.18416391937880794,3,1,0.16492294307018104,1.0,0.5,1.0,0,0,129.0,64.5,1.0,1.0,130.0,0.6931471805599453,4.875197323201151,12.0,1.0,37.0,1,1.0
1298,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9911632087725374,0.9810486014059393,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,45.0,0.009278350515463918,1.0,4849.0,4894.0,8.48673398393153,8.49596955496461,1.0,1787.0,1803.0,-1,-1.0
1298,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9902581222762755,0.8285218680997474,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,1800.0,9.183673469387756,1.0,195.0,1995.0,5.278114659230517,7.59890045687141,4.0,366.0,376.0,-1,-1.0
1298,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.0,0.0,3,0,0.020021799798087173,1.0,0.5,0.8,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,6.0,0.0,1.0,-1,1.0
1306,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9524011224810248,0.9965699661228425,2,1,1.0,1.0,0.5,1.0,0,0,17604.0,8.995401124169648,1.0,1956.0,19560.0,7.579167967396076,9.881293067026359,0.0,996.0,997.0,-1,-1.0
1306,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9366505776022002,0.7920612850683952,2,1,0.3516346101696187,1.0,0.5,1.0,0,0,1.0,0.00023126734505087883,-1.0,4323.0,4322.0,8.371936178759098,8.371704884667631,3.0,2314.0,2313.0,-1,-1.0
1350,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9594738715902732,0.9855091261570851,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,1100.0,8.661417322834646,1.0,126.0,1226.0,4.844187086458591,7.112327444710911,1.0,256.0,226.0,-1,-1.0
1350,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9232466372900213,0.9970250278210518,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,387.0,8.795454545454545,1.0,43.0,430.0,3.784189633918261,6.066108090103747,3.0,2304.0,2305.0,-1,-1.0
1350,has_location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,1.0,1.0,3,0,0.01999866158985743,1.0,0.5,0.3,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,16.0,1.0,0.0,-1,1.0
1369,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.9536077156614953,0.9937982895848101,2,1,0.25690440440238577,1.0,0.5,1.0,0,0,27.0,0.04695652173913043,-1.0,574.0,547.0,6.354370040797351,6.306275286948016,1.0,1999.0,1956.0,-1,-1.0
1369,description_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,,,0.49943027416716423,0.02639959120570312,2,1,0.16492294307018104,1.0,0.5,1.0,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,12.0,1.0,0.0,-1,1.0
1393,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.951187924092881,0.8837884176898371,3,1,1.0,1.0,0.5,1.0,0,0,3060.0,0.8989424206815512,-1.0,3403.0,343.0,8.132706489693264,5.840641657373398,0.0,1782.0,1795.0,-1,-1.0
1393,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9797419002868142,0.9172870187304664,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,864.0,8.907216494845361,1.0,96.0,960.0,4.574710978503383,6.8679744089702925,4.0,1236.0,1237.0,-1,-1.0
1393,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,-1,1.0
1398,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,4,0,0.020488126442631267,1.0,0.5,1.0,0,0,250.0,250.0,1.0,0.0,250.0,0.0,5.5254529391317835,2.0,0.0,21.0,1,1.0
1398,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,,,0.952060761685607,0.9996539133037713,4,0,0.9927021259898942,1.0,0.5,1.0,0,0,5.0,5.0,1.0,0.0,5.0,0.0,1.791759469228055,4.0,0.0,877.0,1,1.0
1398,profile_use_background_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,0,,,1.0,1.0,4,0,0.019997429269484647,1.0,0.5,0.3,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,10.0,0.0,1.0,1,1.0
1398,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,4,0,0.019997429269484647,1.0,0.5,1.0,0,0,10.0,10.0,1.0,0.0,10.0,0.0,2.3978952727983707,13.0,0.0,2.0,1,1.0
1407,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9514872306213813,0.9999541513661131,1,0,1.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,5084.0,5084.0,8.53405030848266,8.53405030848266,0.0,2418.0,2418.0,-1,-1.0
1411,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,412.0,412.0,1.0,0.0,412.0,0.0,6.023447592961033,2.0,0.0,38.0,1,1.0
1411,description_length,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,3,1,,,0.7201525773357424,0.0,3,1,0.16492294307018104,1.0,0.5,1.0,0,0,119.0,9.916666666666666,1.0,11.0,130.0,2.4849066497880004,4.875197323201151,12.0,14.0,37.0,1,1.0
1411,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.8890615593737681,0.6136540055542696,3,1,0.02771760198021504,1.0,0.5,1.0,0,0,8.0,1.6,1.0,4.0,12.0,1.6094379124341003,2.5649493574615367,14.0,37.0,4.0,1,1.0
1463,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.9494348830936017,0.9684736019941964,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,582.0,0.8995363214837713,-1.0,646.0,64.0,6.472346294500901,4.174387269895637,1.0,2127.0,2120.0,-1,-1.0
1463,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.9223512044839661,0.98338131815519,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,63.0,0.5833333333333334,1.0,107.0,170.0,4.68213122712422,5.14166355650266,3.0,95.0,838.0,-1,-1.0
1463,has_description,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,,,1.0,1.0,3,0,0.01999866158985743,1.0,0.5,0.3,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,15.0,1.0,0.0,-1,1.0
1478,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,1550.0,1550.0,1.0,0.0,1550.0,0.0,7.346655163176539,2.0,0.0,12.0,1,1.0
1478,profile_use_background_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,10.0,0.0,1.0,1,1.0
