row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
30441,age,0,,,0.42257461291789944,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
30471,age,0,,,0.0,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
30533,age,1,,,0.9817512585360508,0.6236498054709141,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
30548,age,1,,,0.9574392304656965,0.4194287696799367,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
30571,age,0,,,0.2523904164254187,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
30636,age,1,,,0.8966886011121771,0.9679081229471324,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
30638,age,1,,,0.9453126572528859,0.14373037136211786,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
30661,age,1,,,0.9939367133935947,0.9270639157889368,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
30687,age,1,,,0.6049442642679241,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
30721,age,1,,,0.8480645449714683,0.8482929448409886,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
30729,age,0,,,0.27670244449577297,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,-1,-1,-1.0
30739,age,0,,,0.3496385287068363,0.10872105094080753,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,5,-1,-1.0
30825,age,0,,,0.22807838835506422,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
30831,age,1,,,0.532008180056861,0.45152064673280434,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
30838,age,0,,,0.3496385287068363,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
30874,age,0,,,0.4711986690586083,0.0,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
30991,age,0,,,0.39826258484754506,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
31015,age,1,,,0.8723765730418227,0.5463375562071868,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
31030,age,1,,,0.9574392304656965,0.9358162458942642,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
31103,age,1,,,0.5927588094103804,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
31118,age,1,,,0.9088151743249877,0.8162010677881204,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
31188,age,1,,,0.9331272023953421,0.4398508732590345,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
31207,age,0,,,0.1551423041440011,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
31300,age,0,,,0.39826258484754506,0.08246406062482481,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,4,-1,-1.0
31345,age,0,,,0.2523904164254187,0.0,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
31395,age,1,,,0.9453126572528859,0.321694416837112,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
31447,age,1,,,0.4590720958457978,0.3173182517844483,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
31459,age,0,,,0.3496385287068363,0.21520773388895964,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
31508,age,1,,,0.9453126572528859,0.8993482037887326,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
31575,age,1,,,0.9574392304656965,0.8599627183147585,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,1.0
31580,age,0,,,0.4955106971289628,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
31649,age,1,,,0.9210006291825314,0.9927063915788936,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
31807,age,1,,,0.9817512585360508,0.4529793684170258,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
31849,age,1,,,0.8480645449714683,0.6462599915763433,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
31869,age,0,,,0.26457587128296245,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
32013,age,1,,,0.7872550339732156,0.6630352909448881,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
32014,age,1,,,0.9453126572528859,0.7841091907352528,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
32044,age,1,,,0.9696246853232403,0.5813468766284969,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
32070,age,1,,,0.6656948936214435,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,1.0
32081,age,1,,,0.6170708374807348,0.23125367241539374,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
32096,age,1,,,0.9574392304656965,0.9387336892627066,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
32133,age,1,,,0.519822725199317,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,1.0
32198,age,1,,,0.9574392304656965,0.5623834947336206,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
32224,age,1,,,0.9696246853232403,0.8264121195776694,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
32247,age,0,,,0.39826258484754506,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
32248,age,1,,,0.9817512585360508,0.6980446113661982,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
32381,age,1,,,0.9939367133935947,0.6936684463135343,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
32385,age,1,,,0.9574392304656965,0.9328988025258217,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
32396,age,1,,,0.9210006291825314,0.45152064673280434,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
32464,age,1,,,0.4347600677754434,0.4602729768381323,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
32480,age,1,,,0.519822725199317,0.8760086568411926,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
32506,age,0,,,0.28888789935331693,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
32553,age,0,,,0.2159518151422537,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
32560,age,1,,,0.9696246853232403,0.13351931957256902,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
32577,age,0,,,0.27670244449577297,0.1583175882043305,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
32733,age,1,,,0.6656948936214435,0.05717955143165643,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
32740,age,1,,,0.9331272023953421,0.7622283654719341,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
32793,age,1,,,0.9574392304656965,0.32461186020555466,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
32920,age,1,,,0.7021923765493419,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
32973,age,1,,,0.8966886011121771,0.8862197086307412,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
33164,age,0,,,0.42257461291789944,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
33212,age,1,,,0.9453126572528859,0.8234946762092269,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
33255,age,1,,,0.519822725199317,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
33271,age,1,,,0.6170708374807348,0.23854728083650012,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
33343,age,1,,,0.9574392304656965,0.625108527155135,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
33347,age,1,,,0.9574392304656965,0.9153941423151669,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
33352,age,1,,,0.9088151743249877,0.5973928151549308,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
33606,age,1,,,0.9210006291825314,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
33620,age,0,,,0.4468866409882539,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,4,-1,-1.0
33631,age,0,,,0.4711986690586083,0.25021705431026997,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
33656,age,1,,,0.8237525169011138,0.8774673785254138,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
33740,age,0,,,0.39826258484754506,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
33744,age,1,,,0.5927588094103804,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
33753,age,1,,,0.8966886011121771,0.585723041681161,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
33773,age,1,,,0.9696246853232403,0.956238349473362,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
33806,age,1,,,0.8845031462546332,0.7053382197873046,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
33887,age,1,,,0.9696246853232403,0.6717876210502155,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
33976,age,0,,,0.17945433221435536,0.0153628631506465,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
34018,age,1,,,0.5563202081272154,0.08684022567748817,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
34030,age,0,,,0.27670244449577297,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
34091,age,1,,,0.532008180056861,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
34100,age,1,,,0.6656948936214435,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,1.0
34257,age,1,,,0.9696246853232403,0.6878335595766494,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
34262,age,0,,,0.2159518151422537,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
34457,age,1,,,0.9817512585360508,0.8643388833674225,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
34534,age,0,,,0.30101447256612746,0.0,4,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
34573,age,0,,,0.3131999274236713,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
34749,age,1,,,0.519822725199317,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
34764,age,1,,,0.9210006291825314,0.6382370223131264,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
34842,age,1,,,0.9696246853232403,0.40046538778506036,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
34868,age,1,,,0.9574392304656965,0.7797330256825888,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
34944,age,1,,,0.9453126572528859,0.867256326735865,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
34968,age,1,,,0.6413828655510891,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
35052,age,1,,,0.9088151743249877,0.8001551292616866,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
35112,age,1,,,0.8723765730418227,0.8730912134727499,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
35126,age,0,,,0.2523904164254187,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
35193,age,1,,,0.9817512585360508,0.7170079932610744,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
35209,age,1,,,0.9939367133935947,0.8599627183147585,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
35210,age,1,,,0.6049442642679241,0.2750153229420317,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
