row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
1377,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,5,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,49.0,-1,-1.0
1377,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,5,0,6.0,0.0,0.0,0.0,3,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,105.0,-1,-1.0
1378,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,4,0,7.0,1.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,149.0,1,1.0
1378,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,4,0,,,0.0675791410190264,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,34.0,0.8292682926829268,-1.0,40.0,6.0,3.713572066704308,1.9459101490553132,12.0,96.0,159.0,-1,-1.0
1379,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,4,0,,,0.0,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,566.0,16.647058823529413,1.0,33.0,599.0,3.5263605246161616,6.396929655216146,0.0,96.0,191.0,-1,-1.0
1379,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,4,0,,,0.20930851299243658,0.0,3,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,11.0,0.6875,-1.0,15.0,4.0,2.772588722239781,1.6094379124341003,4.0,23.0,37.0,-1,-1.0
1379,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,4,0,2.0,0.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,101.0,-1,-1.0
1380,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,3,0,1.0,1.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,98.0,1,-1.0
1380,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,3,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,123.0,155.0,1,-1.0
1381,education,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.6666666666666666,6,1,0.0,0.0,0.6129032258064516,0.12,2,0,0.593571220643098,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,84.0,1,1.0
1381,sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,6,0,1.0,0.0,0.0,0.0,2,0,0.2680057898837924,0.5,0.5,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,4.0,-1,-1.0
1382,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,6,0,,,0.0,0.0,2,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,10.0,0.8333333333333334,-1.0,11.0,1.0,2.4849066497880004,0.6931471805599453,4.0,5.0,1.0,-1,-1.0
1382,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,6,1,,,0.9900039017696436,0.8626763862349203,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,4.0,0.08695652173913043,-1.0,45.0,41.0,3.828641396489095,3.7376696182833684,12.0,113.0,100.0,-1,1.0
1383,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,5,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,443.0,9.630434782608695,1.0,45.0,488.0,3.828641396489095,6.192362489474872,0.0,143.0,158.0,-1,-1.0
1383,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,5,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,90.0,-1,-1.0
1384,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,6,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,120.0,-1,-1.0
1384,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,6,1,,,0.6399633176625781,0.4668612642061617,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,14.0,0.34146341463414637,1.0,40.0,54.0,3.713572066704308,4.007333185232471,12.0,96.0,143.0,-1,1.0
1385,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,5,0,1.0,0.0,0.0,0.0,1,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,105.0,-1,-1.0
1386,sex,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,6,1,0.0,0.0,1.0,0.06,2,0,0.2680057898837924,0.5,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,1,1.0
1386,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,-1,-0.5,6,0,,,0.0,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,360.0,8.78048780487805,1.0,40.0,400.0,3.713572066704308,5.993961427306569,12.0,96.0,98.0,-1,-1.0
1387,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,4,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,91.0,1,-1.0
1387,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,4,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,112.0,80.0,-1,-1.0
1388,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,0,,,0.17631455449096878,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,51.0,0.8947368421052632,-1.0,56.0,5.0,4.04305126783455,1.791759469228055,0.0,182.0,161.0,-1,-1.0
1388,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,2,0,,,0.0,0.0,2,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,121.0,12.1,1.0,9.0,130.0,2.302585092994046,4.875197323201151,4.0,56.0,17.0,-1,-1.0
1389,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,94.0,-1,-1.0
1389,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,,,0.5791769177908912,0.7980535091690006,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,15.0,0.36585365853658536,-1.0,40.0,25.0,3.713572066704308,3.258096538021482,12.0,96.0,48.0,-1,-1.0
1390,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,181.0,4.309523809523809,1.0,41.0,222.0,3.7376696182833684,5.407171771460119,0.0,126.0,56.0,-1,
1390,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,0,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,133.0,-1,-1.0
1391,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,1,0,,,0.0,0.0,2,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,6.0,0.75,-1.0,7.0,1.0,2.0794415416798357,0.6931471805599453,4.0,49.0,1.0,-1,-1.0
1391,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,7.0,1.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,149.0,1,1.0
1392,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9380826381846383,0.8761512534898035,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,3.0,0.08823529411764706,1.0,33.0,36.0,3.5263605246161616,3.6109179126442243,0.0,96.0,111.0,1,1.0
1392,education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,3,1,0.0,0.0,0.967741935483871,0.96,3,1,0.593571220643098,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,134.0,1,1.0
1392,education-num,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,3,1,,,0.9883138870470473,1.0,3,1,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,3.0,0.375,1.0,7.0,10.0,2.0794415416798357,2.3978952727983707,4.0,49.0,3.0,1,1.0
1393,sex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,4,1,0.0,0.0,1.0,0.16,1,0,0.2680057898837924,0.5,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,1,1.0
1394,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,49.0,-1,-1.0
1394,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,40.0,-1,-1.0
1395,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,0,,,0.4220461943921525,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,50.0,0.7575757575757576,-1.0,65.0,15.0,4.189654742026425,2.772588722239781,0.0,203.0,37.0,-1,-1.0
1395,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,57.0,-1,-1.0
1396,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,4,0,4.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,88.0,-1,-1.0
1396,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,1,,,0.9830698994528898,0.9418394106406723,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,1.0,0.024390243902439025,0.0,40.0,40.0,3.713572066704308,3.713572066704308,12.0,96.0,97.0,-1,1.0
1397,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,3,0,,,0.0,0.0,2,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,86.0,6.142857142857143,1.0,13.0,99.0,2.6390573296152584,4.605170185988092,4.0,15.0,59.0,-1,-1.0
1397,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,3,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,80.0,-1,-1.0
1398,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,0,,,0.10259506252061368,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,80.0,0.963855421686747,-1.0,82.0,2.0,4.418840607796598,1.0986122886681098,0.0,229.0,45.0,-1,-1.0
1398,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,-1,-0.5,1,0,2.0,0.0,0.0,0.0,2,0,0.067498680911876,0.5,0.5,0.8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,27.0,-1,-1.0
1399,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,2,0,2.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,126.0,-1,-1.0
1399,sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,2,0,1.0,0.0,0.0,0.0,2,0,0.2680057898837924,0.5,0.5,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,21.0,-1,-1.0
1400,education,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.6666666666666666,5,1,0.0,0.0,0.935483870967742,0.02,3,0,0.593571220643098,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,121.0,75.0,1,1.0
1400,capital-gain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,1,,,0.942277778842118,0.02484039371700375,3,0,0.7361455640398512,1.0,0.641513312680501,1.0,0,0,8020.0,0.7622849539017204,-1.0,10520.0,2500.0,9.261128538808288,7.824445930877619,10.0,2.0,114.0,1,1.0
1400,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,5,0,,,0.013726743464093194,0.0,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,36.0,0.8780487804878049,-1.0,40.0,4.0,3.713572066704308,1.6094379124341003,12.0,96.0,95.0,-1,-1.0
1401,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.5694851783328627,0.35716603001850356,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,7.0,0.2413793103448276,-1.0,28.0,21.0,3.367295829986474,3.091042453358316,0.0,78.0,48.0,-1,1.0
1402,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,1,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,138.0,-1,-1.0
1402,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,5.0,-1,-1.0
1403,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.7414973262636912,0.8348683379864047,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,38.0,0.5671641791044776,-1.0,66.0,28.0,4.204692619390966,3.367295829986474,0.0,204.0,78.0,1,-1.0
1403,occupation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,4,1,0.0,0.0,1.0,0.04,3,0,0.5478141931009376,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,142.0,41.0,1,1.0
1403,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,,,0.0,0.0,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,23.0,0.3770491803278688,1.0,60.0,83.0,4.110873864173311,4.430816798843313,12.0,160.0,211.0,-1,-1.0
1404,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,1,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,63.0,-1,-1.0
1404,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,10.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,24.0,-1,-1.0
1405,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,334.0,4.985074626865671,1.0,66.0,400.0,4.204692619390966,5.993961427306569,0.0,204.0,125.0,-1,-1.0
1405,sex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,2,1,0.0,0.0,1.0,0.32,2,0,0.2680057898837924,0.5,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,1,1.0
1406,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,54.0,-1,-1.0
1406,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,,,0.0,0.0,3,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,108.0,27.0,1.0,3.0,111.0,1.3862943611198906,4.718498871295094,4.0,31.0,8.0,-1,-1.0
1406,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,,,0.013726743464093194,0.0,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,36.0,0.8780487804878049,-1.0,40.0,4.0,3.713572066704308,1.6094379124341003,12.0,96.0,95.0,-1,-1.0
1407,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,49.0,-1,-1.0
1407,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,0.013726743464093194,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,36.0,0.8780487804878049,-1.0,40.0,4.0,3.713572066704308,1.6094379124341003,12.0,96.0,95.0,-1,-1.0
1408,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,3,0,1.0,0.0,0.0,0.0,2,1,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,112.0,97.0,-1,-1.0
1408,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,3,1,,,0.8584796580379455,1.0,2,1,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,5.0,0.3333333333333333,-1.0,14.0,9.0,2.70805020110221,2.302585092994046,4.0,19.0,57.0,-1,1.0
1409,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.6677778342933363,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,18.0,0.4090909090909091,-1.0,43.0,25.0,3.784189633918261,3.258096538021482,0.0,133.0,69.0,-1,1.0
1409,native-country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,-1,-0.5,3,0,1.0,0.0,0.0,0.0,2,0,0.14944358051187318,1.0,0.5,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,86.0,83.0,-1,-1.0
1410,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,94.0,-1,-1.0
1410,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,2,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,38.0,-1,-1.0
1411,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.8889363102044016,0.30998555515747617,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,25.0,0.4166666666666667,-1.0,59.0,34.0,4.0943445622221,3.5553480614894135,0.0,187.0,105.0,1,1.0
1411,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,37.0,-1,-1.0
1412,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,2,0,,,0.0,0.0,3,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,35.0,3.5,1.0,9.0,44.0,2.302585092994046,3.8066624897703196,4.0,56.0,40.0,-1,-1.0
