item_id,dataset_source,title,search_query,marketplace,category,condition,price,currency,seller_username,seller_feedback_pct,seller_feedback_score,item_location,item_location_city,n_images,description_length,returns_accepted,return_period_days,spec_brand,spec_upc,spec_ean,spec_mpn,spec_model,spec_type,spec_style,has_detail
v1|385663801703|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|336466074418|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|385663810419|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|167040688329|0,consumer_products,K&N Air Filter Oil - 8oz Squeeze 99-0533,K&N air filter,EBAY_GB,Other Oils & Fluids,New,12.99,GBP,opieoils,99.9,419792.0,GB,,3.0,25761.0,True,60.0,K&N Filters,0711719564775,024844000293,99-0533,New Balance 550,Trainer,Sneaker,True
v1|297869502847|0,consumer_products,76mm K&N Cold Air Intake Filter Universal Car Performance Air Filter,K&N air filter,EBAY_GB,Air Filters,New,26.8,GBP,demontweeksdirect,99.7,53616.0,GB,,6.0,9868.0,True,30.0,K&N Filters,024844000224,0024844000224,995000,99-0516,Air Filter,Panel Air Filter,True
v1|334453802069|0,consumer_products,76mm K&N Cold Air Intake Filter Universal Car Performance Air Filter,K&N air filter,EBAY_GB,Air Filters,New,26.8,GBP,demontweeksdirect,99.7,53616.0,GB,,6.0,9868.0,True,30.0,K&N Filters,024844000224,0024844000224,995000,99-0516,Air Filter,Panel Air Filter,True
v1|126146178644|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|117141297726|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|366311608168|0,consumer_products,76mm K&N Cold Air Intake Filter Universal Car Performance Air Filter,K&N air filter,EBAY_GB,Air Filters,New,26.8,GBP,demontweeksdirect,99.7,53616.0,GB,,6.0,9868.0,True,30.0,K&N Filters,024844000224,0024844000224,995000,99-0516,Air Filter,Panel Air Filter,True
v1|176205210620|0,consumer_products,76mm K&N Cold Air Intake Filter Universal Car Performance Air Filter,K&N air filter,EBAY_GB,Air Filters,New,26.8,GBP,demontweeksdirect,99.7,53616.0,GB,,6.0,9868.0,True,30.0,K&N Filters,024844000224,0024844000224,995000,99-0516,Air Filter,Panel Air Filter,True
v1|395952630259|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|276758041688|0,consumer_products,102mm 4 Inch K&N RU-2590 Air Filter Universal K An N Cone Filter,K&N air filter,EBAY_GB,Performance Air Filters,New,44.715,GBP,knfilters,99.9,6451.0,GB,,6.5,11132.0,True,30.0,K&N,0711719564775,024844007612,RC-3680,New Balance 550,Universal Clamp-On Air Filter,Sneaker,True
v1|232218173013|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|262199654596|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|147066840152|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|266196310402|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|373285863279|642225904731,consumer_products,"Apple Pencil 2nd generation (Model A2051, MU8F2ZM/A) gebraucht; neuwertig",GoPro Hero 12 Black,EBAY_DE,Sonstige,Neu,83.03,EUR,halcyonyyy,100.0,1126.0,DE,,3.0,1260.0,True,30.0,Fjallraven Kanken Bags,0194252388532,24844257178,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|156634809708|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|195856749391|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|195856747088|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|167087358627|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|331711360731|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|231912389623|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|376586674733|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|365271629517|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|358406081758|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|334262907540|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|234950511377|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|306778786038|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|153420041073|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|197203618318|0,consumer_products,K&N KN K und N Aufkleber Sticker Decal Luftfilter Filter Airfilter Racing STOP!,K&N air filter,EBAY_DE,Aufkleber & Embleme,Neu,8.49,EUR,motorrad-aufkleber,99.4,13921.0,DE,,1.0,538.0,True,1.0,The North Face,0194252388532,nichtzutreffend,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|365546117276|0,consumer_products,K&N LUFTFILTER ORIGINAL WEBER 34 ICH & 34 ICT 52mm OFFSET NECK CLAMP FIT RA0450,K&N air filter,EBAY_DE,Performance Air Filters,New,66.89,EUR,fastroadcar,99.9,52500.0,GB,,2.0,20757.0,False,30.0,K&N,0194252388532,024844007612,RC-3680,The North Face Nuptse,Universal Clamp-On Air Filter,Puffer Jacket,True
v1|331830527311|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|234951808585|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|277908455356|0,consumer_products,"Apple Pencil 2nd generation (Model A2051, MU8F2ZM/A) gebraucht; neuwertig",GoPro Hero 12 Black,EBAY_DE,Sonstige,Neu,83.03,EUR,halcyonyyy,100.0,1126.0,DE,,3.0,1260.0,True,30.0,Fjallraven Kanken Bags,0194252388532,24844257178,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|164083065136|0,consumer_products,K&N 99-5003EU Reinigungsset Pflegeset Reiniger + Luftfilteröl Sportluftfilter ,K&N air filter,EBAY_DE,Sportluftfilter,Neu,41.95,EUR,atp-autoteile,99.6,755511.0,DE,,5.0,28419.0,True,1.0,The North Face,0194252388532,24844313317,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|231912389764|0,consumer_products,K&N AirCharger Performance Luftfilter Kit Black CC logo für Harley Softail 18-24,K&N air filter,EBAY_DE,Luftfilter,Neu,72.475,EUR,uk-motors_de,99.8,376944.0,DE,,6.0,6373.5,True,1.0,The North Face,0194252388532,0024844199775,Trifft nicht zu,The North Face Nuptse,Sunglasses,Puffer Jacket,True
v1|191603447778|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|253179452221|0,consumer_products,K&N Panel Air Filter (33-5044),K&N air filter,EBAY_AU,"Air Filters, Induction Kits",Brand New,104.04,AUD,rolan-australia,99.8,202174.0,AU,,12.0,19195.0,True,30.0,K&N,024844010360,4047024632462,MTJV3ZA/A,Apple AirPods Pro (2nd generation),K&N Part,Sneaker,True
v1|185893885248|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|166498682526|0,consumer_products,K&N Aerosol Spray Air Filter Oil 347g 99-0516,K&N air filter,EBAY_AU,Air Intake Manifolds,Brand New,20.95,AUD,sparesbox_auto,99.4,590841.0,AU,,2.5,31796.5,True,30.0,K&N,024844000279,4047024632462,P0277088,Apple AirPods Pro (2nd generation),AIR FILTER CLEANER,Sneaker,True
v1|154464980745|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|186211761432|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|296319645340|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|326785119833|0,consumer_products,"33-2919 K&N Air Filter, Holden Commodore/Calais VE-VF/Caprice/HSV 2007-2017",K&N air filter,EBAY_AU,Other Car & Truck Parts & Accessories,Brand New,90.0,AUD,australia-speed,95.5,791.0,AU,,2.0,15700.0,True,30.0,K&N,4549526241697,4047024632462,MTJV3ZA/A,Apple AirPods Pro (2nd generation),Athletic,Sneaker,True
v1|201230659797|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|383453150954|0,consumer_products,K&N Panel Air Filter (33-5044),K&N air filter,EBAY_AU,"Air Filters, Induction Kits",Brand New,104.04,AUD,rolan-australia,99.8,202174.0,AU,,12.0,19195.0,True,30.0,K&N,024844010360,4047024632462,MTJV3ZA/A,Apple AirPods Pro (2nd generation),K&N Part,Sneaker,True
v1|155949633801|0,consumer_products,K&N Aerosol Spray Air Filter Oil 347g 99-0516,K&N air filter,EBAY_AU,Air Intake Manifolds,Brand New,20.95,AUD,sparesbox_auto,99.4,590841.0,AU,,2.5,31796.5,True,30.0,K&N,024844000279,4047024632462,P0277088,Apple AirPods Pro (2nd generation),AIR FILTER CLEANER,Sneaker,True
v1|153013774676|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|166500233166|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|153327290513|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|252280336121|0,consumer_products,K&N Panel Air Filter (33-5044),K&N air filter,EBAY_AU,"Air Filters, Induction Kits",Brand New,104.04,AUD,rolan-australia,99.8,202174.0,AU,,12.0,19195.0,True,30.0,K&N,024844010360,4047024632462,MTJV3ZA/A,Apple AirPods Pro (2nd generation),K&N Part,Sneaker,True
v1|153310637857|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|193112331899|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|276398369759|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|186206140119|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|276398366606|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|264512530000|0,consumer_products,2 K&N AIR FILTER STICKERS,K&N air filter,EBAY_AU,Decals & Vinyl,Brand New,6.5,AUD,sticker-dude-1,99.5,11747.0,AU,,1.0,4269.0,True,30.0,STICKER-DUDE-1,4549526241697,4047024632462,MTJV3ZA/A,Apple AirPods Pro (2nd generation),Sticker,Sneaker,True
v1|296319574551|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|331642166578|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|336070707019|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|151450599324|0,consumer_products,K&N 33-5132 AIR FILTER 2023 FORD RANGER RAPTOR 3.0 V6 PETROL,K&N air filter,EBAY_AU,Air Filters,Brand New,100.725,AUD,sparesbox_auto,99.4,330991.0,AU,,2.0,33130.0,True,30.0,K&N,024844019097,0024844000224,1650 - KN 3X6,99-0516,AIR FILTER,Panel Air Filter,True
v1|127496627100|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|397378912765|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|204831088334|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|254601243491|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|256554000458|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|126453325293|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|257374189506|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|126218110897|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|126218212257|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|198171117594|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|266658931635|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|225594097316|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|166975239639|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
v1|317484798870|0,consumer_products,Brembo NAO Ceramic Front & Rear Brake Pads Set of 4 For 2004-2017 Subaru WRX STi,Brembo brake pads,EBAY_US,Brake Pads,New,89.955,USD,automotived,99.6,30037.0,US,,5.5,35202.5,True,30.0,Brembo,8020584081655,08020584050347,P11023N,Samsung Galaxy Buds2 Pro,Brake Pad Set,Sneaker,True
